date,atm_id,opening_balance,withdrawals,deposits,closing_balance,replenished,replenishment_amount,cash_utilization_rate,predicted_runout_days
2025-07-23,ATM-00005,6604208,2932352,0,3671856,False,0,47,1
2025-07-24,ATM-00005,3671856,2311181,0,6502340,True,5141664,7,2
2025-07-25,ATM-00005,6502340,1418432,0,5083908,False,0,27,3
2025-07-26,ATM-00005,5083908,2010360,0,3073548,False,0,56,1
2025-07-27,ATM-00005,3073548,826003,0,2247545,False,0,67,2
2025-07-28,ATM-00005,2247545,2449182,0,6288569,True,6490206,10,2
2025-07-29,ATM-00005,6288569,1659034,0,4629535,False,0,33,2
2025-07-30,ATM-00005,4629535,2896370,0,1733165,False,0,75,0
2025-07-31,ATM-00005,1733165,2915619,0,6472053,True,7654506,7,2
2025-08-01,ATM-00005,6472053,2244169,0,4227884,False,0,39,1
2025-08-02,ATM-00005,4227884,2449796,0,1778088,False,0,74,0
2025-08-03,ATM-00005,1778088,2491314,0,6320135,True,7033361,9,2
2025-08-04,ATM-00005,6320135,1270986,0,5049149,False,0,27,3
2025-08-05,ATM-00005,5049149,2970377,0,2078772,False,0,70,0
2025-08-06,ATM-00005,2078772,1267960,0,6102066,True,5291253,12,4
2025-08-07,ATM-00005,6102066,1848966,0,4253100,False,0,39,2
2025-08-08,ATM-00005,4253100,2608721,0,1644379,False,0,76,0
2025-08-09,ATM-00005,1644379,1112368,0,6012200,True,5480189,14,5
2025-08-10,ATM-00005,6012200,2418629,0,3593571,False,0,48,1
2025-08-11,ATM-00005,3593571,2680538,0,6600636,True,5687602,5,2
2025-08-12,ATM-00005,6600636,2147574,0,4453062,False,0,36,2
2025-08-13,ATM-00005,4453062,1500130,0,2952932,False,0,57,1
2025-08-14,ATM-00005,2952932,1403421,0,1549511,False,0,77,1
2025-08-15,ATM-00005,1549511,1083515,0,6542042,True,6076046,6,6
2025-08-16,ATM-00005,6542042,1188973,0,5353069,False,0,23,4
2025-08-17,ATM-00005,5353069,1556485,0,3796584,False,0,45,2
2025-08-18,ATM-00005,3796584,2544699,0,6067433,True,4815548,13,2
2025-08-19,ATM-00005,6067433,2408437,0,3658996,False,0,47,1
2025-08-20,ATM-00005,3658996,1283720,0,2375276,False,0,66,1
2025-08-21,ATM-00005,2375276,2715755,0,6185267,True,6525745,11,2
2025-08-22,ATM-00005,6185267,2030623,0,4154644,False,0,40,2
2025-08-23,ATM-00005,4154644,2665687,0,1488957,False,0,78,0
2025-08-24,ATM-00005,1488957,2194011,0,6613440,True,7318494,5,3
2025-08-25,ATM-00005,6613440,2030526,0,4582914,False,0,34,2
2025-08-26,ATM-00005,4582914,1616726,0,2966188,False,0,57,1
2025-08-27,ATM-00005,2966188,953185,0,2013003,False,0,71,2
2025-08-28,ATM-00005,2013003,877720,0,6246984,True,5111701,10,7
2025-08-29,ATM-00005,6246984,1363987,0,4882997,False,0,30,3
2025-08-30,ATM-00005,4882997,2645472,0,2237525,False,0,68,0
2025-08-31,ATM-00005,2237525,1188651,0,6173148,True,5124273,11,5
2025-09-01,ATM-00005,6173148,2805708,0,3367440,False,0,51,1
2025-09-02,ATM-00005,3367440,1826306,0,1541134,False,0,77,0
2025-09-03,ATM-00005,1541134,2467372,0,6352011,True,7278249,9,2
2025-09-04,ATM-00005,6352011,909015,0,5442996,False,0,22,5
2025-09-05,ATM-00005,5442996,2136105,0,3306891,False,0,52,1
2025-09-06,ATM-00005,3306891,1923840,0,6102092,True,4719041,12,3
2025-09-07,ATM-00005,6102092,1126054,0,4976038,False,0,28,4
2025-09-08,ATM-00005,4976038,975382,0,4000656,False,0,42,4
2025-09-09,ATM-00005,4000656,2317378,0,1683278,False,0,75,0
2025-09-10,ATM-00005,1683278,2556157,0,6186723,True,7059601,11,2
2025-09-11,ATM-00005,6186723,961619,0,5225104,False,0,25,5
2025-09-12,ATM-00005,5225104,859374,0,4365730,False,0,37,5
2025-09-13,ATM-00005,4365730,921317,0,3444413,False,0,50,3
2025-09-14,ATM-00005,3444413,1120507,0,2323906,False,0,66,2
2025-09-15,ATM-00005,2323906,1495660,0,6453342,True,5625096,7,4
2025-09-16,ATM-00005,6453342,1032029,0,5421313,False,0,22,5
2025-09-17,ATM-00005,5421313,2150689,0,3270624,False,0,53,1
2025-09-18,ATM-00005,3270624,1193893,0,2076731,False,0,70,1
2025-09-19,ATM-00005,2076731,1448117,0,6358606,True,5729992,9,4
2025-09-20,ATM-00005,6358606,1915861,0,4442745,False,0,36,2
2025-09-21,ATM-00005,4442745,2256579,0,2186166,False,0,68,0
2025-09-22,ATM-00005,2186166,1885268,0,6038253,True,5737354,13,3
2025-09-23,ATM-00005,6038253,2208356,0,3829897,False,0,45,1
2025-09-24,ATM-00005,3829897,1770802,0,2059095,False,0,70,1
2025-09-25,ATM-00005,2059095,2276060,0,6324725,True,6541689,9,2
2025-09-26,ATM-00005,6324725,2181926,0,4142799,False,0,40,1
2025-09-27,ATM-00005,4142799,2631777,0,1511022,False,0,78,0
2025-09-28,ATM-00005,1511022,1260535,0,6554900,True,6304413,6,5
2025-09-29,ATM-00005,6554900,903793,0,5651107,False,0,19,6
2025-09-30,ATM-00005,5651107,1567090,0,4084017,False,0,41,2
2025-10-01,ATM-00005,4084017,1818397,0,2265620,False,0,67,1
2025-10-02,ATM-00005,2265620,1855668,0,6187946,True,5777993,11,3
2025-10-03,ATM-00005,6187946,1557535,0,4630411,False,0,33,2
2025-10-04,ATM-00005,4630411,1599658,0,3030753,False,0,56,1
2025-10-05,ATM-00005,3030753,1987612,0,6231098,True,5187956,10,3
2025-10-06,ATM-00005,6231098,1799816,0,4431282,False,0,36,2
2025-10-07,ATM-00005,4431282,803254,0,3628028,False,0,48,4
2025-10-08,ATM-00005,3628028,1707045,0,1920983,False,0,72,1
2025-10-09,ATM-00005,1920983,1977549,0,6578769,True,6635335,6,3
2025-10-10,ATM-00005,6578769,2438783,0,4139986,False,0,40,1
2025-10-11,ATM-00005,4139986,2900633,0,6050350,True,4810996,13,2
2025-10-12,ATM-00005,6050350,1769616,0,4280734,False,0,38,2
2025-10-13,ATM-00005,4280734,1932939,0,2347795,False,0,66,1
2025-10-14,ATM-00005,2347795,2619559,0,6204563,True,6476327,11,2
2025-10-15,ATM-00005,6204563,1238493,0,4966070,False,0,29,4
2025-10-16,ATM-00005,4966070,1152047,0,3814023,False,0,45,3
2025-10-17,ATM-00005,3814023,1606300,0,2207723,False,0,68,1
2025-10-18,ATM-00005,2207723,2929043,0,6289658,True,7010977,10,2
2025-10-19,ATM-00005,6289658,2291531,0,3998127,False,0,42,1
2025-10-20,ATM-00005,3998127,2623174,0,6034867,True,4659914,13,2
2025-10-21,ATM-00005,6034867,1257028,0,4777839,False,0,31,3
2025-10-22,ATM-00005,4777839,899147,0,3878692,False,0,44,4
2025-10-23,ATM-00005,3878692,2460293,0,1418399,False,0,79,0
2025-10-24,ATM-00005,1418399,2456782,0,6041710,True,7080092,13,2
2025-10-25,ATM-00005,6041710,2010930,0,4030780,False,0,42,2
2025-10-26,ATM-00005,4030780,1679544,0,2351236,False,0,66,1
2025-10-27,ATM-00005,2351236,848117,0,1503119,False,0,78,1
2025-10-28,ATM-00005,1503119,1553155,0,6601507,True,6651543,5,4
2025-10-29,ATM-00005,6601507,2785326,0,3816181,False,0,45,1
2025-05-03,ATM-00006,9000000,800350,0,8199650,False,0,18,10
2025-05-04,ATM-00006,8199650,2982986,0,5216664,False,0,47,1
2025-05-05,ATM-00006,5216664,2449954,0,2766710,False,0,72,1
2025-05-06,ATM-00006,2766710,2630115,0,8894768,True,8758173,11,3
2025-05-07,ATM-00006,8894768,2879152,0,6015616,False,0,39,2
2025-05-08,ATM-00006,6015616,2162353,0,3853263,False,0,61,1
2025-05-09,ATM-00006,3853263,2126474,0,9143430,True,7416640,8,4
2025-05-10,ATM-00006,9143430,1829195,0,7314235,False,0,26,3
2025-05-11,ATM-00006,7314235,1142076,0,6172159,False,0,38,5
2025-05-12,ATM-00006,6172159,1652656,0,4519503,False,0,54,2
2025-05-13,ATM-00006,4519503,2399913,0,2119590,False,0,78,0
2025-05-14,ATM-00006,2119590,2139526,0,8641960,True,8661895,13,4
2025-05-15,ATM-00006,8641960,2501164,0,6140796,False,0,38,2
2025-05-16,ATM-00006,6140796,2338701,0,3802095,False,0,61,1
2025-05-17,ATM-00006,3802095,2785171,0,9213095,True,8196171,7,3
2025-05-18,ATM-00006,9213095,2586676,0,6626419,False,0,33,2
2025-05-19,ATM-00006,6626419,2687406,0,3939013,False,0,60,1
2025-05-20,ATM-00006,3939013,2962076,0,8991694,True,8014756,10,3
2025-05-21,ATM-00006,8991694,1753088,0,7238606,False,0,27,4
2025-05-22,ATM-00006,7238606,898218,0,6340388,False,0,36,7
2025-05-23,ATM-00006,6340388,1777633,0,4562755,False,0,54,2
2025-05-24,ATM-00006,4562755,1992801,0,2569954,False,0,74,1
2025-05-25,ATM-00006,2569954,1991643,0,8705956,True,8127645,12,4
2025-05-26,ATM-00006,8705956,2993317,0,5712639,False,0,42,1
2025-05-27,ATM-00006,5712639,2929396,0,2783243,False,0,72,0
2025-05-28,ATM-00006,2783243,2924472,0,9262939,True,9404167,7,3
2025-05-29,ATM-00006,9262939,2461261,0,6801678,False,0,31,2
2025-05-30,ATM-00006,6801678,2318205,0,4483473,False,0,55,1
2025-05-31,ATM-00006,4483473,961768,0,3521705,False,0,64,3
2025-06-01,ATM-00006,3521705,1640413,0,9026139,True,7144846,9,5
2025-06-02,ATM-00006,9026139,2023170,0,7002969,False,0,29,3
2025-06-03,ATM-00006,7002969,2836004,0,4166965,False,0,58,1
2025-06-04,ATM-00006,4166965,1915286,0,2251679,False,0,77,1
2025-06-05,ATM-00006,2251679,2434294,0,9225592,True,9408207,7,3
2025-06-06,ATM-00006,9225592,1865028,0,7360564,False,0,26,3
2025-06-07,ATM-00006,7360564,1979857,0,5380707,False,0,46,2
2025-06-08,ATM-00006,5380707,2035242,0,3345465,False,0,66,1
2025-06-09,ATM-00006,3345465,1555632,0,9310454,True,7520621,6,5
2025-06-10,ATM-00006,9310454,1821910,0,7488544,False,0,25,4
2025-06-11,ATM-00006,7488544,1678744,0,5809800,False,0,41,3
2025-06-12,ATM-00006,5809800,1450155,0,4359645,False,0,56,3
2025-06-13,ATM-00006,4359645,1572585,0,2787060,False,0,72,1
2025-06-14,ATM-00006,2787060,861530,0,8870461,True,6944930,11,10
2025-06-15,ATM-00006,8870461,1826998,0,7043463,False,0,29,3
2025-06-16,ATM-00006,7043463,2852603,0,4190860,False,0,58,1
2025-06-17,ATM-00006,4190860,1849720,0,2341140,False,0,76,1
2025-06-18,ATM-00006,2341140,1888172,0,8516373,True,8063405,14,4
2025-06-19,ATM-00006,8516373,2078134,0,6438239,False,0,35,3
2025-06-20,ATM-00006,6438239,2327373,0,4110866,False,0,58,1
2025-06-21,ATM-00006,4110866,2994371,0,8987631,True,7871135,10,3
2025-06-22,ATM-00006,8987631,1566009,0,7421622,False,0,25,4
2025-06-23,ATM-00006,7421622,1688665,0,5732957,False,0,42,3
2025-06-24,ATM-00006,5732957,2815099,0,2917858,False,0,70,1
2025-06-25,ATM-00006,2917858,1580482,0,9415196,True,8077820,5,5
2025-06-26,ATM-00006,9415196,998769,0,8416427,False,0,15,8
2025-06-27,ATM-00006,8416427,1498510,0,6917917,False,0,30,4
2025-06-28,ATM-00006,6917917,2368648,0,4549269,False,0,54,1
2025-06-29,ATM-00006,4549269,2019647,0,2529622,False,0,74,1
2025-06-30,ATM-00006,2529622,1030364,0,8736009,True,7236751,12,8
2025-07-01,ATM-00006,8736009,1762545,0,6973464,False,0,30,3
2025-07-02,ATM-00006,6973464,2825495,0,4147969,False,0,58,1
2025-07-03,ATM-00006,4147969,2603223,0,9326723,True,7781976,6,3
2025-07-04,ATM-00006,9326723,2688377,0,6638346,False,0,33,2
2025-07-05,ATM-00006,6638346,2074618,0,4563728,False,0,54,2
2025-07-06,ATM-00006,4563728,802650,0,3761078,False,0,62,4
2025-07-07,ATM-00006,3761078,2583584,0,9081418,True,7903924,9,3
2025-07-08,ATM-00006,9081418,1433488,0,7647930,False,0,23,5
2025-07-09,ATM-00006,7647930,1286190,0,6361740,False,0,36,4
2025-07-10,ATM-00006,6361740,2022355,0,4339385,False,0,56,2
2025-07-11,ATM-00006,4339385,1988601,0,2350784,False,0,76,1
2025-07-12,ATM-00006,2350784,1984677,0,8710251,True,8344143,12,4
2025-07-13,ATM-00006,8710251,2341873,0,6368378,False,0,36,2
2025-07-14,ATM-00006,6368378,2060445,0,4307933,False,0,56,2
2025-07-15,ATM-00006,4307933,1612555,0,2695378,False,0,73,1
2025-07-16,ATM-00006,2695378,1071770,0,8731135,True,7107527,12,8
2025-07-17,ATM-00006,8731135,1568486,0,7162649,False,0,28,4
2025-07-18,ATM-00006,7162649,1544772,0,5617877,False,0,43,3
2025-07-19,ATM-00006,5617877,985816,0,4632061,False,0,53,4
2025-07-20,ATM-00006,4632061,1653421,0,2978640,False,0,70,1
2025-07-21,ATM-00006,2978640,2086494,0,9356806,True,8464660,6,4
2025-07-22,ATM-00006,9356806,1871726,0,7485080,False,0,25,3
2025-07-23,ATM-00006,7485080,2063234,0,5421846,False,0,45,2
2025-07-24,ATM-00006,5421846,1759664,0,3662182,False,0,63,2
2025-07-25,ATM-00006,3662182,1061313,0,2600869,False,0,73,2
2025-07-26,ATM-00006,2600869,2050145,0,8726463,True,8175738,12,4
2025-07-27,ATM-00006,8726463,1479195,0,7247268,False,0,27,4
2025-07-28,ATM-00006,7247268,2047156,0,5200112,False,0,47,2
2025-07-29,ATM-00006,5200112,2939354,0,2260758,False,0,77,0
2025-07-30,ATM-00006,2260758,2171056,0,9130699,True,9040997,8,4
2025-07-31,ATM-00006,9130699,1817232,0,7313467,False,0,26,4
2025-08-01,ATM-00006,7313467,1794753,0,5518714,False,0,44,3
2025-08-02,ATM-00006,5518714,1411812,0,4106902,False,0,58,2
2025-08-03,ATM-00006,4106902,2377284,0,8862925,True,7133307,11,3
2025-08-04,ATM-00006,8862925,2078046,0,6784879,False,0,32,3
2025-08-05,ATM-00006,6784879,999398,0,5785481,False,0,42,5
2025-08-06,ATM-00006,5785481,1268232,0,4517249,False,0,54,3
2025-08-07,ATM-00006,4517249,2620954,0,9223104,True,7326809,7,3
2025-08-08,ATM-00006,9223104,2726115,0,6496989,False,0,35,2
2025-08-09,ATM-00006,6496989,944588,0,5552401,False,0,44,5
2025-08-10,ATM-00006,5552401,2508390,0,3044011,False,0,69,1
2025-08-11,ATM-00006,3044011,1264626,0,8936122,True,7156736,10,7
2025-08-12,ATM-00006,8936122,1210038,0,7726084,False,0,22,6
2025-08-13,ATM-00006,7726084,1612664,0,6113420,False,0,38,3
2025-08-14,ATM-00006,6113420,1081889,0,5031531,False,0,49,4
2025-08-15,ATM-00006,5031531,1628712,0,3402819,False,0,65,2
2025-08-16,ATM-00006,3402819,1886700,0,8895349,True,7379229,11,4
2025-08-17,ATM-00006,8895349,1413562,0,7481787,False,0,25,5
2025-08-18,ATM-00006,7481787,1904786,0,5577001,False,0,44,2
2025-08-19,ATM-00006,5577001,2222397,0,3354604,False,0,66,1
2025-08-20,ATM-00006,3354604,1331028,0,2023576,False,0,79,1
2025-08-21,ATM-00006,2023576,2486396,0,9485061,True,9947881,5,3
2025-08-22,ATM-00006,9485061,1519490,0,7965571,False,0,20,5
2025-08-23,ATM-00006,7965571,2114134,0,5851437,False,0,41,2
2025-08-24,ATM-00006,5851437,1970975,0,3880462,False,0,61,1
2025-08-25,ATM-00006,3880462,1138133,0,2742329,False,0,72,2
2025-08-26,ATM-00006,2742329,2727229,0,8679592,True,8664492,13,3
2025-08-27,ATM-00006,8679592,2361560,0,6318032,False,0,36,2
2025-08-28,ATM-00006,6318032,1715581,0,4602451,False,0,53,2
2025-08-29,ATM-00006,4602451,2465431,0,2137020,False,0,78,0
2025-08-30,ATM-00006,2137020,2418235,0,9312402,True,9593617,6,3
2025-08-31,ATM-00006,9312402,2876488,0,6435914,False,0,35,2
2025-09-01,ATM-00006,6435914,1521511,0,4914403,False,0,50,3
2025-09-02,ATM-00006,4914403,816187,0,4098216,False,0,59,5
2025-09-03,ATM-00006,4098216,1879734,0,2218482,False,0,77,1
2025-09-04,ATM-00006,2218482,2752150,0,8549383,True,9083050,14,3
2025-09-05,ATM-00006,8549383,2176486,0,6372897,False,0,36,2
2025-09-06,ATM-00006,6372897,1892022,0,4480875,False,0,55,2
2025-09-07,ATM-00006,4480875,1224715,0,3256160,False,0,67,2
2025-09-08,ATM-00006,3256160,2705557,0,9269228,True,8718625,7,3
2025-09-09,ATM-00006,9269228,2507591,0,6761637,False,0,32,2
2025-09-10,ATM-00006,6761637,2605013,0,4156624,False,0,58,1
2025-09-11,ATM-00006,4156624,1381962,0,2774662,False,0,72,2
2025-09-12,ATM-00006,2774662,2022208,0,8551610,True,7799155,14,4
2025-09-13,ATM-00006,8551610,2153689,0,6397921,False,0,36,2
2025-09-14,ATM-00006,6397921,2541222,0,3856699,False,0,61,1
2025-09-15,ATM-00006,3856699,1160264,0,2696435,False,0,73,2
2025-09-16,ATM-00006,2696435,2538950,0,8875483,True,8717997,11,3
2025-09-17,ATM-00006,8875483,1152778,0,7722705,False,0,22,6
2025-09-18,ATM-00006,7722705,2650548,0,5072157,False,0,49,1
2025-09-19,ATM-00006,5072157,1462147,0,3610010,False,0,63,2
2025-09-20,ATM-00006,3610010,826890,0,2783120,False,0,72,3
2025-09-21,ATM-00006,2783120,1413302,0,8569768,True,7199950,14,6
2025-09-22,ATM-00006,8569768,2754308,0,5815460,False,0,41,2
2025-09-23,ATM-00006,5815460,1212935,0,4602525,False,0,53,3
2025-09-24,ATM-00006,4602525,2518238,0,2084287,False,0,79,0
2025-09-25,ATM-00006,2084287,1755222,0,9295465,True,8966399,7,5
2025-09-26,ATM-00006,9295465,2670410,0,6625055,False,0,33,2
2025-09-27,ATM-00006,6625055,1797712,0,4827343,False,0,51,2
2025-09-28,ATM-00006,4827343,890981,0,3936362,False,0,60,4
2025-09-29,ATM-00006,3936362,2607720,0,9420937,True,8092294,5,3
2025-09-30,ATM-00006,9420937,2713033,0,6707904,False,0,32,2
2025-10-01,ATM-00006,6707904,1270884,0,5437020,False,0,45,4
2025-10-02,ATM-00006,5437020,1453404,0,3983616,False,0,60,2
2025-10-03,ATM-00006,3983616,2475726,0,8844593,True,7336703,11,3
2025-10-04,ATM-00006,8844593,1166461,0,7678132,False,0,23,6
2025-10-05,ATM-00006,7678132,2109210,0,5568922,False,0,44,2
2025-10-06,ATM-00006,5568922,2480448,0,3088474,False,0,69,1
2025-10-07,ATM-00006,3088474,1595680,0,9048153,True,7555358,9,5
2025-10-08,ATM-00006,9048153,2901668,0,6146485,False,0,38,2
2025-10-09,ATM-00006,6146485,2713577,0,3432908,False,0,65,1
2025-10-10,ATM-00006,3432908,1505498,0,8703218,True,6775807,12,5
2025-10-11,ATM-00006,8703218,1669158,0,7034060,False,0,29,4
2025-10-12,ATM-00006,7034060,901803,0,6132257,False,0,38,6
2025-10-13,ATM-00006,6132257,2047777,0,4084480,False,0,59,1
2025-10-14,ATM-00006,4084480,2089356,0,9070173,True,7075049,9,4
2025-10-15,ATM-00006,9070173,2313030,0,6757143,False,0,32,2
2025-10-16,ATM-00006,6757143,2163867,0,4593276,False,0,54,2
2025-10-17,ATM-00006,4593276,2413313,0,2179963,False,0,78,0
2025-10-18,ATM-00006,2179963,2245056,0,8542353,True,8607446,14,3
2025-10-19,ATM-00006,8542353,1874745,0,6667608,False,0,33,3
2025-10-20,ATM-00006,6667608,2808347,0,3859261,False,0,61,1
2025-10-21,ATM-00006,3859261,1660594,0,2198667,False,0,78,1
2025-10-22,ATM-00006,2198667,1091187,0,9470734,True,8363254,5,8
2025-10-23,ATM-00006,9470734,2526585,0,6944149,False,0,30,2
2025-10-24,ATM-00006,6944149,1499372,0,5444777,False,0,45,3
2025-10-25,ATM-00006,5444777,2915457,0,2529320,False,0,74,0
2025-10-26,ATM-00006,2529320,2451365,0,9062804,True,8984849,9,3
2025-10-27,ATM-00006,9062804,2746375,0,6316429,False,0,36,2
2025-10-28,ATM-00006,6316429,1336069,0,4980360,False,0,50,3
2025-10-29,ATM-00006,4980360,2317384,0,2662976,False,0,73,1
2025-05-03,ATM-00007,6300000,2104328,0,4195672,False,0,40,1
2025-05-04,ATM-00007,4195672,2207565,0,1988107,False,0,71,0
2025-05-05,ATM-00007,1988107,1347988,0,6368042,True,5727923,9,4
2025-05-06,ATM-00007,6368042,1735968,0,4632074,False,0,33,2
2025-05-07,ATM-00007,4632074,2938483,0,1693591,False,0,75,0
2025-05-08,ATM-00007,1693591,957219,0,6172815,True,5436442,11,6
2025-05-09,ATM-00007,6172815,1807664,0,4365151,False,0,37,2
2025-05-10,ATM-00007,4365151,1883077,0,2482074,False,0,64,1
2025-05-11,ATM-00007,2482074,2503461,0,6416613,True,6437999,8,2
2025-05-12,ATM-00007,6416613,942499,0,5474114,False,0,21,5
2025-05-13,ATM-00007,5474114,1950232,0,3523882,False,0,49,1
2025-05-14,ATM-00007,3523882,2703980,0,6584086,True,5764184,5,2
2025-05-15,ATM-00007,6584086,2250114,0,4333972,False,0,38,1
2025-05-16,ATM-00007,4333972,2748742,0,1585230,False,0,77,0
2025-05-17,ATM-00007,1585230,2205312,0,6054784,True,6674865,13,2
2025-05-18,ATM-00007,6054784,1207013,0,4847771,False,0,30,4
2025-05-19,ATM-00007,4847771,2254550,0,2593221,False,0,62,1
2025-05-20,ATM-00007,2593221,1950708,0,6334371,True,5691858,9,3
2025-05-21,ATM-00007,6334371,2205739,0,4128632,False,0,41,1
2025-05-22,ATM-00007,4128632,2935542,0,6440419,True,5247329,7,2
2025-05-23,ATM-00007,6440419,1501856,0,4938563,False,0,29,3
2025-05-24,ATM-00007,4938563,1436126,0,3502437,False,0,49,2
2025-05-25,ATM-00007,3502437,823219,0,2679218,False,0,61,3
2025-05-26,ATM-00007,2679218,2984877,0,6297461,True,6603120,10,2
2025-05-27,ATM-00007,6297461,2121199,0,4176262,False,0,40,1
2025-05-28,ATM-00007,4176262,1238190,0,2938072,False,0,58,2
2025-05-29,ATM-00007,2938072,1537091,0,1400981,False,0,79,0
2025-05-30,ATM-00007,1400981,2187103,0,6258272,True,7044393,10,2
2025-05-31,ATM-00007,6258272,1815289,0,4442983,False,0,36,2
2025-06-01,ATM-00007,4442983,2896085,0,1546898,False,0,77,0
2025-06-02,ATM-00007,1546898,872689,0,6389489,True,5715279,8,7
2025-06-03,ATM-00007,6389489,1746472,0,4643017,False,0,33,2
2025-06-04,ATM-00007,4643017,2419724,0,2223293,False,0,68,0
2025-06-05,ATM-00007,2223293,1051705,0,6196502,True,5024913,11,5
2025-06-06,ATM-00007,6196502,2613121,0,3583381,False,0,48,1
2025-06-07,ATM-00007,3583381,1354742,0,2228639,False,0,68,1
2025-06-08,ATM-00007,2228639,2662207,0,6325124,True,6758692,9,2
2025-06-09,ATM-00007,6325124,2014542,0,4310582,False,0,38,2
2025-06-10,ATM-00007,4310582,2307575,0,2003007,False,0,71,0
2025-06-11,ATM-00007,2003007,2260786,0,6366842,True,6624621,9,2
2025-06-12,ATM-00007,6366842,2545170,0,3821672,False,0,45,1
2025-06-13,ATM-00007,3821672,1521804,0,2299868,False,0,67,1
2025-06-14,ATM-00007,2299868,2318477,0,6397585,True,6416194,8,2
2025-06-15,ATM-00007,6397585,2390021,0,4007564,False,0,42,1
2025-06-16,ATM-00007,4007564,839906,0,3167658,False,0,54,3
2025-06-17,ATM-00007,3167658,1651893,0,1515765,False,0,78,0
2025-06-18,ATM-00007,1515765,1962384,0,6076043,True,6522661,13,3
2025-06-19,ATM-00007,6076043,2114517,0,3961526,False,0,43,1
2025-06-20,ATM-00007,3961526,1807394,0,2154132,False,0,69,1
2025-06-21,ATM-00007,2154132,2266383,0,6111255,True,6223506,12,2
2025-06-22,ATM-00007,6111255,1010097,0,5101158,False,0,27,5
2025-06-23,ATM-00007,5101158,2481147,0,2620011,False,0,62,1
2025-06-24,ATM-00007,2620011,1788021,0,6387801,True,5555810,8,3
2025-06-25,ATM-00007,6387801,905551,0,5482250,False,0,21,6
2025-06-26,ATM-00007,5482250,1606821,0,3875429,False,0,44,2
2025-06-27,ATM-00007,3875429,1205174,0,2670255,False,0,61,2
2025-06-28,ATM-00007,2670255,955248,0,1715007,False,0,75,1
2025-06-29,ATM-00007,1715007,2121656,0,6232914,True,6639563,10,2
2025-06-30,ATM-00007,6232914,2766390,0,3466524,False,0,50,1
2025-07-01,ATM-00007,3466524,2395426,0,6547436,True,5476338,6,2
2025-07-02,ATM-00007,6547436,2550674,0,3996762,False,0,42,1
2025-07-03,ATM-00007,3996762,1742107,0,2254655,False,0,67,1
2025-07-04,ATM-00007,2254655,2694411,0,5984057,True,6423812,14,2
2025-07-05,ATM-00007,5984057,1196838,0,4787219,False,0,31,3
2025-07-06,ATM-00007,4787219,2936440,0,1850779,False,0,73,0
2025-07-07,ATM-00007,1850779,2793212,0,6482855,True,7425288,7,2
2025-07-08,ATM-00007,6482855,1033446,0,5449409,False,0,22,5
2025-07-09,ATM-00007,5449409,1782547,0,3666862,False,0,47,2
2025-07-10,ATM-00007,3666862,975165,0,2691697,False,0,61,2
2025-07-11,ATM-00007,2691697,2093912,0,6152014,True,5554228,12,2
2025-07-12,ATM-00007,6152014,1499720,0,4652294,False,0,33,3
2025-07-13,ATM-00007,4652294,2831569,0,1820725,False,0,73,0
2025-07-14,ATM-00007,1820725,1410734,0,6610562,True,6200571,5,4
2025-07-15,ATM-00007,6610562,1530121,0,5080441,False,0,27,3
2025-07-16,ATM-00007,5080441,2903161,0,2177280,False,0,68,0
2025-07-17,ATM-00007,2177280,2117683,0,6257697,True,6198100,10,2
2025-07-18,ATM-00007,6257697,2093459,0,4164238,False,0,40,1
2025-07-19,ATM-00007,4164238,2083533,0,2080705,False,0,70,0
2025-07-20,ATM-00007,2080705,1065916,0,6412094,True,5397304,8,6
2025-07-21,ATM-00007,6412094,1337785,0,5074309,False,0,27,3
2025-07-22,ATM-00007,5074309,1032153,0,4042156,False,0,42,3
2025-07-23,ATM-00007,4042156,1341228,0,2700928,False,0,61,2
2025-07-24,ATM-00007,2700928,1561489,0,6413902,True,5274463,8,4
2025-07-25,ATM-00007,6413902,2373544,0,4040358,False,0,42,1
2025-07-26,ATM-00007,4040358,824351,0,3216007,False,0,54,3
2025-07-27,ATM-00007,3216007,1795235,0,1420772,False,0,79,0
2025-07-28,ATM-00007,1420772,1130463,0,6262897,True,5972587,10,5
2025-07-29,ATM-00007,6262897,2539477,0,3723420,False,0,46,1
2025-07-30,ATM-00007,3723420,2880861,0,5973465,True,5130905,14,2
2025-07-31,ATM-00007,5973465,1643578,0,4329887,False,0,38,2
2025-08-01,ATM-00007,4329887,1671045,0,2658842,False,0,62,1
2025-08-02,ATM-00007,2658842,1618339,0,6455534,True,5415031,7,3
2025-08-03,ATM-00007,6455534,2772876,0,3682658,False,0,47,1
2025-08-04,ATM-00007,3682658,2390477,0,6072787,True,4780605,13,2
2025-08-05,ATM-00007,6072787,1987154,0,4085633,False,0,41,2
2025-08-06,ATM-00007,4085633,2922916,0,6601547,True,5438830,5,2
2025-08-07,ATM-00007,6601547,1954942,0,4646605,False,0,33,2
2025-08-08,ATM-00007,4646605,1462197,0,3184408,False,0,54,2
2025-08-09,ATM-00007,3184408,1560178,0,1624230,False,0,76,1
2025-08-10,ATM-00007,1624230,960080,0,6079377,True,5415226,13,6
2025-08-11,ATM-00007,6079377,1465954,0,4613423,False,0,34,3
2025-08-12,ATM-00007,4613423,2049452,0,2563971,False,0,63,1
2025-08-13,ATM-00007,2563971,2295487,0,6632373,True,6363888,5,2
