transaction_id,atm_id,timestamp,type,amount_naira,success,duration_seconds,card_type,peak_hour
TXN-1746370619-99168,ATM-00001,2025-05-04T15:56:59.914566,withdrawal,100000,TRUE,64,Verve,FALSE
TXN-1746350699-57343,ATM-00001,2025-05-04T10:24:59.914566,balance_inquiry,0,TRUE,18,Mastercard,TRUE
TXN-1746321239-51867,ATM-00001,2025-05-04T02:13:59.914566,withdrawal,50000,TRUE,25,Verve,FALSE
TXN-1746325439-53066,ATM-00001,2025-05-04T03:23:59.914566,withdrawal,100000,TRUE,84,Mastercard,FALSE
TXN-1746361859-19634,ATM-00001,2025-05-04T13:30:59.914566,balance_inquiry,0,TRUE,27,Mastercard,FALSE
TXN-1746326819-66785,ATM-00001,2025-05-04T03:46:59.914566,withdrawal,100000,TRUE,113,Verve,FALSE
TXN-1746383999-53306,ATM-00001,2025-05-04T19:39:59.914566,withdrawal,50000,TRUE,63,Mastercard,FALSE
TXN-1746350219-69439,ATM-00001,2025-05-04T10:16:59.914566,deposit,0,TRUE,43,Mastercard,TRUE
TXN-1746377459-76878,ATM-00001,2025-05-04T17:50:59.914566,withdrawal,10000,TRUE,26,Mastercard,TRUE
TXN-1746363059-51019,ATM-00001,2025-05-04T13:50:59.914566,balance_inquiry,0,TRUE,110,Visa,FALSE
TXN-1746383459-82204,ATM-00001,2025-05-04T19:30:59.914566,withdrawal,50000,TRUE,31,Mastercard,FALSE
TXN-1746382079-83206,ATM-00001,2025-05-04T19:07:59.914566,withdrawal,20000,TRUE,37,Visa,FALSE
TXN-1746365279-97308,ATM-00001,2025-05-04T14:27:59.914566,balance_inquiry,0,TRUE,21,Mastercard,FALSE
TXN-1746339539-72455,ATM-00001,2025-05-04T07:18:59.914566,deposit,0,TRUE,84,Visa,FALSE
TXN-1746331079-24019,ATM-00001,2025-05-04T04:57:59.914566,balance_inquiry,0,TRUE,38,Visa,FALSE
TXN-1746318719-28281,ATM-00001,2025-05-04T01:31:59.914566,withdrawal,50000,TRUE,74,Mastercard,FALSE
TXN-1746370559-62166,ATM-00001,2025-05-04T15:55:59.914566,deposit,0,TRUE,59,Mastercard,FALSE
TXN-1746382679-14988,ATM-00001,2025-05-04T19:17:59.914566,withdrawal,20000,TRUE,42,Visa,FALSE
TXN-1746345959-96353,ATM-00001,2025-05-04T09:05:59.914566,deposit,0,TRUE,43,Mastercard,TRUE
TXN-1746347339-24199,ATM-00001,2025-05-04T09:28:59.914566,withdrawal,20000,TRUE,28,Verve,TRUE
TXN-1746362219-83587,ATM-00001,2025-05-04T13:36:59.914566,withdrawal,10000,TRUE,64,Verve,FALSE
TXN-1746389219-37922,ATM-00001,2025-05-04T21:06:59.914566,withdrawal,5000,TRUE,99,Visa,FALSE
TXN-1746376139-13271,ATM-00001,2025-05-04T17:28:59.914566,withdrawal,10000,TRUE,92,Visa,TRUE
TXN-1746389459-64975,ATM-00001,2025-05-04T21:10:59.914566,withdrawal,50000,TRUE,93,Mastercard,FALSE
TXN-1746346859-42843,ATM-00001,2025-05-04T09:20:59.914566,withdrawal,50000,TRUE,115,Mastercard,TRUE
TXN-1746371279-60120,ATM-00001,2025-05-04T16:07:59.914566,withdrawal,100000,TRUE,58,Verve,TRUE
TXN-1746317759-93002,ATM-00001,2025-05-04T01:15:59.914566,withdrawal,100000,TRUE,101,Mastercard,FALSE
TXN-1746345059-69499,ATM-00001,2025-05-04T08:50:59.914566,balance_inquiry,0,TRUE,84,Mastercard,FALSE
TXN-1746421079-95371,ATM-00001,2025-05-05T05:57:59.914566,withdrawal,10000,TRUE,81,Mastercard,FALSE
TXN-1746445259-84528,ATM-00001,2025-05-05T12:40:59.914566,withdrawal,10000,TRUE,69,Verve,FALSE
TXN-1746410339-51686,ATM-00001,2025-05-05T02:58:59.914566,withdrawal,10000,TRUE,102,Mastercard,FALSE
TXN-1746425339-86584,ATM-00001,2025-05-05T07:08:59.914566,deposit,0,TRUE,19,Verve,FALSE
TXN-1746472979-60521,ATM-00001,2025-05-05T20:22:59.914566,deposit,0,TRUE,87,Visa,FALSE
TXN-1746416399-76370,ATM-00001,2025-05-05T04:39:59.914566,deposit,0,TRUE,44,Verve,FALSE
TXN-1746451799-91086,ATM-00001,2025-05-05T14:29:59.914566,deposit,0,TRUE,102,Verve,FALSE
TXN-1746426299-74637,ATM-00001,2025-05-05T07:24:59.914566,balance_inquiry,0,TRUE,50,Verve,FALSE
TXN-1746458879-71526,ATM-00001,2025-05-05T16:27:59.914566,withdrawal,10000,TRUE,17,Mastercard,TRUE
TXN-1746477659-32947,ATM-00001,2025-05-05T21:40:59.914566,deposit,0,TRUE,44,Mastercard,FALSE
TXN-1746483839-41983,ATM-00001,2025-05-05T23:23:59.914566,withdrawal,100000,TRUE,93,Verve,FALSE
TXN-1746464279-76119,ATM-00001,2025-05-05T17:57:59.914566,balance_inquiry,0,TRUE,45,Verve,TRUE
TXN-1746443279-76559,ATM-00001,2025-05-05T12:07:59.914566,withdrawal,10000,TRUE,69,Verve,FALSE
TXN-1746408719-22803,ATM-00001,2025-05-05T02:31:59.914566,balance_inquiry,0,TRUE,45,Visa,FALSE
TXN-1746479699-45768,ATM-00001,2025-05-05T22:14:59.914566,withdrawal,5000,TRUE,89,Visa,FALSE
TXN-1746452459-34489,ATM-00001,2025-05-05T14:40:59.914566,withdrawal,5000,TRUE,43,Verve,FALSE
TXN-1746419579-91065,ATM-00001,2025-05-05T05:32:59.914566,withdrawal,50000,TRUE,71,Verve,FALSE
TXN-1746410939-15489,ATM-00001,2025-05-05T03:08:59.914566,withdrawal,5000,TRUE,108,Mastercard,FALSE
TXN-1746459179-90647,ATM-00001,2025-05-05T16:32:59.914566,withdrawal,10000,TRUE,24,Verve,TRUE
TXN-1746413939-55856,ATM-00001,2025-05-05T03:58:59.914566,withdrawal,20000,TRUE,89,Verve,FALSE
TXN-1746401999-54784,ATM-00001,2025-05-05T00:39:59.914566,withdrawal,10000,TRUE,36,Verve,FALSE
TXN-1746473159-81156,ATM-00001,2025-05-05T20:25:59.914566,balance_inquiry,0,TRUE,17,Verve,FALSE
TXN-1746438539-54314,ATM-00001,2025-05-05T10:48:59.914566,withdrawal,10000,TRUE,108,Mastercard,TRUE
TXN-1746418319-31118,ATM-00001,2025-05-05T05:11:59.914566,withdrawal,50000,TRUE,21,Mastercard,FALSE
TXN-1746428159-77894,ATM-00001,2025-05-05T07:55:59.914566,withdrawal,10000,TRUE,68,Verve,FALSE
TXN-1746479459-61045,ATM-00001,2025-05-05T22:10:59.914566,withdrawal,100000,TRUE,29,Visa,FALSE
TXN-1746441839-51316,ATM-00001,2025-05-05T11:43:59.914566,withdrawal,50000,TRUE,100,Visa,TRUE
TXN-1746403679-55265,ATM-00001,2025-05-05T01:07:59.914566,withdrawal,100000,TRUE,42,Visa,FALSE
TXN-1746483479-21375,ATM-00001,2025-05-05T23:17:59.914566,withdrawal,10000,TRUE,118,Verve,FALSE
TXN-1746452879-67924,ATM-00001,2025-05-05T14:47:59.914566,withdrawal,10000,TRUE,33,Mastercard,FALSE
TXN-1746424139-91095,ATM-00001,2025-05-05T06:48:59.914566,withdrawal,100000,TRUE,29,Visa,FALSE
TXN-1746459479-68653,ATM-00001,2025-05-05T16:37:59.914566,withdrawal,100000,TRUE,45,Visa,TRUE
TXN-1746430679-78968,ATM-00001,2025-05-05T08:37:59.914566,balance_inquiry,0,TRUE,45,Mastercard,FALSE
TXN-1746469439-86995,ATM-00001,2025-05-05T19:23:59.914566,withdrawal,20000,TRUE,78,Verve,FALSE
TXN-1746427019-83564,ATM-00001,2025-05-05T07:36:59.914566,withdrawal,10000,TRUE,100,Mastercard,FALSE
TXN-1746446159-23549,ATM-00001,2025-05-05T12:55:59.914566,withdrawal,50000,TRUE,116,Visa,FALSE
TXN-1746465479-87631,ATM-00001,2025-05-05T18:17:59.914566,withdrawal,50000,TRUE,60,Verve,TRUE
TXN-1746417779-52097,ATM-00001,2025-05-05T05:02:59.914566,withdrawal,20000,TRUE,85,Mastercard,FALSE
TXN-1746464039-14734,ATM-00001,2025-05-05T17:53:59.914566,withdrawal,50000,TRUE,42,Visa,TRUE
TXN-1746423479-61420,ATM-00001,2025-05-05T06:37:59.914566,withdrawal,10000,TRUE,23,Mastercard,FALSE
TXN-1746412619-70918,ATM-00001,2025-05-05T03:36:59.914566,withdrawal,100000,TRUE,24,Mastercard,FALSE
TXN-1746483539-78674,ATM-00001,2025-05-05T23:18:59.914566,withdrawal,10000,TRUE,111,Verve,FALSE
TXN-1746411899-20418,ATM-00001,2025-05-05T03:24:59.914566,withdrawal,50000,TRUE,111,Verve,FALSE
TXN-1746477959-95669,ATM-00001,2025-05-05T21:45:59.914566,withdrawal,5000,TRUE,54,Visa,FALSE
TXN-1746441059-83308,ATM-00001,2025-05-05T11:30:59.914566,withdrawal,50000,TRUE,21,Visa,TRUE
TXN-1746414959-26320,ATM-00001,2025-05-05T04:15:59.914566,withdrawal,100000,TRUE,65,Visa,FALSE
TXN-1746472079-55955,ATM-00001,2025-05-05T20:07:59.914566,withdrawal,100000,TRUE,91,Visa,FALSE
TXN-1746430319-44562,ATM-00001,2025-05-05T08:31:59.914566,balance_inquiry,0,TRUE,27,Verve,FALSE
TXN-1746471839-19602,ATM-00001,2025-05-05T20:03:59.914566,withdrawal,50000,TRUE,118,Verve,FALSE
TXN-1746434759-87582,ATM-00001,2025-05-05T09:45:59.914566,withdrawal,20000,TRUE,73,Verve,TRUE
TXN-1746420659-96985,ATM-00001,2025-05-05T05:50:59.914566,withdrawal,20000,TRUE,46,Visa,FALSE
TXN-1746459839-33471,ATM-00001,2025-05-05T16:43:59.914566,withdrawal,100000,TRUE,96,Visa,TRUE
TXN-1746476159-69097,ATM-00001,2025-05-05T21:15:59.914566,withdrawal,5000,TRUE,89,Verve,FALSE
TXN-1746429779-65813,ATM-00001,2025-05-05T08:22:59.914566,balance_inquiry,0,TRUE,17,Mastercard,FALSE
TXN-1746407459-11379,ATM-00001,2025-05-05T02:10:59.914566,withdrawal,10000,TRUE,102,Verve,FALSE
TXN-1746434879-10277,ATM-00001,2025-05-05T09:47:59.914566,withdrawal,5000,TRUE,39,Verve,TRUE
TXN-1746459059-15438,ATM-00001,2025-05-05T16:30:59.914566,withdrawal,10000,TRUE,55,Verve,TRUE
TXN-1746413399-30532,ATM-00001,2025-05-05T03:49:59.914566,withdrawal,50000,TRUE,20,Verve,FALSE
TXN-1746419039-98488,ATM-00001,2025-05-05T05:23:59.914566,deposit,0,TRUE,27,Verve,FALSE
TXN-1746405839-48295,ATM-00001,2025-05-05T01:43:59.914566,balance_inquiry,0,TRUE,66,Mastercard,FALSE
TXN-1746456479-84740,ATM-00001,2025-05-05T15:47:59.914566,deposit,0,TRUE,22,Visa,FALSE
TXN-1746405359-71794,ATM-00001,2025-05-05T01:35:59.914566,deposit,0,TRUE,94,Mastercard,FALSE
TXN-1746467939-50847,ATM-00001,2025-05-05T18:58:59.914566,withdrawal,50000,TRUE,50,Mastercard,TRUE
TXN-1746411719-33820,ATM-00001,2025-05-05T03:21:59.914566,withdrawal,5000,TRUE,109,Verve,FALSE
TXN-1746471599-90383,ATM-00001,2025-05-05T19:59:59.914566,deposit,0,TRUE,106,Visa,FALSE
TXN-1746463859-61702,ATM-00001,2025-05-05T17:50:59.914566,withdrawal,50000,TRUE,88,Visa,TRUE
TXN-1746472619-50511,ATM-00001,2025-05-05T20:16:59.914566,balance_inquiry,0,FALSE,60,Mastercard,FALSE
TXN-1746458579-74591,ATM-00001,2025-05-05T16:22:59.914566,withdrawal,100000,TRUE,90,Visa,TRUE
TXN-1746407339-28447,ATM-00001,2025-05-05T02:08:59.914566,deposit,0,TRUE,38,Mastercard,FALSE
TXN-1746447719-88800,ATM-00001,2025-05-05T13:21:59.914566,withdrawal,50000,TRUE,42,Visa,FALSE
TXN-1746430079-84126,ATM-00001,2025-05-05T08:27:59.914566,balance_inquiry,0,TRUE,47,Visa,FALSE
TXN-1746436679-44041,ATM-00001,2025-05-05T10:17:59.914566,withdrawal,50000,TRUE,39,Verve,TRUE
TXN-1746469979-23889,ATM-00001,2025-05-05T19:32:59.914566,deposit,0,TRUE,29,Visa,FALSE
TXN-1746436979-15498,ATM-00001,2025-05-05T10:22:59.914566,withdrawal,100000,TRUE,120,Mastercard,TRUE
TXN-1746401279-55845,ATM-00001,2025-05-05T00:27:59.914566,withdrawal,5000,TRUE,47,Visa,FALSE
TXN-1746462059-44828,ATM-00001,2025-05-05T17:20:59.914566,withdrawal,5000,TRUE,100,Visa,TRUE
TXN-1746458999-13347,ATM-00001,2025-05-05T16:29:59.914566,withdrawal,20000,TRUE,36,Visa,TRUE
TXN-1746436199-78915,ATM-00001,2025-05-05T10:09:59.914566,withdrawal,10000,TRUE,81,Mastercard,TRUE
TXN-1746469379-93749,ATM-00001,2025-05-05T19:22:59.914566,withdrawal,10000,TRUE,116,Mastercard,FALSE
TXN-1746462479-69299,ATM-00001,2025-05-05T17:27:59.914566,withdrawal,5000,TRUE,45,Mastercard,TRUE
TXN-1746418199-45598,ATM-00001,2025-05-05T05:09:59.914566,balance_inquiry,0,TRUE,61,Visa,FALSE
TXN-1746399899-80591,ATM-00001,2025-05-05T00:04:59.914566,withdrawal,100000,TRUE,20,Verve,FALSE
TXN-1746446759-19200,ATM-00001,2025-05-05T13:05:59.914566,withdrawal,20000,TRUE,109,Visa,FALSE
TXN-1746475799-30074,ATM-00001,2025-05-05T21:09:59.914566,withdrawal,20000,TRUE,31,Visa,FALSE
TXN-1746451799-89009,ATM-00001,2025-05-05T14:29:59.914566,withdrawal,10000,TRUE,104,Visa,FALSE
TXN-1746412619-54258,ATM-00001,2025-05-05T03:36:59.914566,deposit,0,TRUE,103,Visa,FALSE
TXN-1746472439-50314,ATM-00001,2025-05-05T20:13:59.914566,withdrawal,20000,TRUE,100,Mastercard,FALSE
TXN-1746421079-11416,ATM-00001,2025-05-05T05:57:59.914566,withdrawal,5000,TRUE,49,Visa,FALSE
TXN-1746420359-70113,ATM-00001,2025-05-05T05:45:59.914566,withdrawal,5000,TRUE,111,Mastercard,FALSE
TXN-1746452939-29658,ATM-00001,2025-05-05T14:48:59.914566,withdrawal,20000,TRUE,98,Visa,FALSE
TXN-1746408359-87207,ATM-00001,2025-05-05T02:25:59.914566,withdrawal,20000,TRUE,72,Verve,FALSE
TXN-1746452099-58230,ATM-00001,2025-05-05T14:34:59.914566,withdrawal,5000,TRUE,65,Mastercard,FALSE
TXN-1746465959-16892,ATM-00001,2025-05-05T18:25:59.914566,withdrawal,20000,TRUE,78,Verve,TRUE
TXN-1746418259-90172,ATM-00001,2025-05-05T05:10:59.914566,withdrawal,50000,TRUE,42,Verve,FALSE
TXN-1746401579-51917,ATM-00001,2025-05-05T00:32:59.914566,balance_inquiry,0,TRUE,35,Mastercard,FALSE
TXN-1746476039-42910,ATM-00001,2025-05-05T21:13:59.914566,withdrawal,50000,TRUE,117,Visa,FALSE
TXN-1746482759-75730,ATM-00001,2025-05-05T23:05:59.914566,withdrawal,100000,TRUE,78,Mastercard,FALSE
TXN-1746435899-95972,ATM-00001,2025-05-05T10:04:59.914566,withdrawal,50000,TRUE,30,Mastercard,TRUE
TXN-1746408239-67100,ATM-00001,2025-05-05T02:23:59.914566,withdrawal,20000,TRUE,47,Verve,FALSE
TXN-1746437219-88802,ATM-00001,2025-05-05T10:26:59.914566,withdrawal,100000,TRUE,56,Mastercard,TRUE
TXN-1746440039-94826,ATM-00001,2025-05-05T11:13:59.914566,withdrawal,10000,TRUE,49,Visa,TRUE
TXN-1746470759-71557,ATM-00001,2025-05-05T19:45:59.914566,withdrawal,5000,TRUE,110,Mastercard,FALSE
TXN-1746428759-21276,ATM-00001,2025-05-05T08:05:59.914566,balance_inquiry,0,FALSE,28,Verve,FALSE
TXN-1746444119-49731,ATM-00001,2025-05-05T12:21:59.914566,withdrawal,100000,TRUE,75,Mastercard,FALSE
TXN-1746436559-10430,ATM-00001,2025-05-05T10:15:59.914566,withdrawal,5000,TRUE,52,Visa,TRUE
TXN-1746434399-71758,ATM-00001,2025-05-05T09:39:59.914566,withdrawal,20000,TRUE,104,Verve,TRUE
TXN-1746441359-90112,ATM-00001,2025-05-05T11:35:59.914566,withdrawal,20000,TRUE,67,Verve,TRUE
TXN-1746470639-66722,ATM-00001,2025-05-05T19:43:59.914566,deposit,0,TRUE,15,Visa,FALSE
TXN-1746469799-13983,ATM-00001,2025-05-05T19:29:59.914566,withdrawal,20000,TRUE,58,Visa,FALSE
TXN-1746439139-94793,ATM-00001,2025-05-05T10:58:59.914566,withdrawal,10000,TRUE,84,Verve,TRUE
TXN-1746442079-48803,ATM-00001,2025-05-05T11:47:59.914566,withdrawal,100000,TRUE,89,Verve,TRUE
TXN-1746413519-67103,ATM-00001,2025-05-05T03:51:59.914566,withdrawal,5000,TRUE,95,Visa,FALSE
TXN-1746427439-19452,ATM-00001,2025-05-05T07:43:59.914566,withdrawal,10000,FALSE,100,Mastercard,FALSE
TXN-1746469379-19463,ATM-00001,2025-05-05T19:22:59.914566,withdrawal,100000,TRUE,105,Visa,FALSE
TXN-1746478199-90360,ATM-00001,2025-05-05T21:49:59.914566,withdrawal,5000,TRUE,53,Verve,FALSE
TXN-1746416759-22127,ATM-00001,2025-05-05T04:45:59.914566,withdrawal,100000,TRUE,83,Verve,FALSE
TXN-1746446579-92467,ATM-00001,2025-05-05T13:02:59.914566,withdrawal,50000,TRUE,25,Verve,FALSE
TXN-1746450059-29525,ATM-00001,2025-05-05T14:00:59.914566,withdrawal,10000,FALSE,49,Verve,FALSE
TXN-1746443819-25210,ATM-00001,2025-05-05T12:16:59.914566,withdrawal,5000,TRUE,93,Mastercard,FALSE
TXN-1746455399-60822,ATM-00001,2025-05-05T15:29:59.914566,withdrawal,20000,TRUE,27,Visa,FALSE
TXN-1746459599-61026,ATM-00001,2025-05-05T16:39:59.914566,deposit,0,TRUE,92,Verve,TRUE
TXN-1746400619-23399,ATM-00001,2025-05-05T00:16:59.914566,withdrawal,5000,TRUE,77,Visa,FALSE
TXN-1746461939-49092,ATM-00001,2025-05-05T17:18:59.914566,withdrawal,5000,TRUE,39,Visa,TRUE
TXN-1746463739-11960,ATM-00001,2025-05-05T17:48:59.914566,withdrawal,10000,TRUE,116,Mastercard,TRUE
TXN-1746472859-35467,ATM-00001,2025-05-05T20:20:59.914566,balance_inquiry,0,TRUE,61,Visa,FALSE
TXN-1746444239-17735,ATM-00001,2025-05-05T12:23:59.914566,withdrawal,10000,TRUE,104,Verve,FALSE
TXN-1746430019-92933,ATM-00001,2025-05-05T08:26:59.914566,withdrawal,50000,TRUE,109,Verve,FALSE
TXN-1746476819-61414,ATM-00001,2025-05-05T21:26:59.914566,withdrawal,10000,TRUE,40,Mastercard,FALSE
TXN-1746456839-26914,ATM-00001,2025-05-05T15:53:59.914566,withdrawal,20000,TRUE,56,Visa,FALSE
TXN-1746445499-27243,ATM-00001,2025-05-05T12:44:59.914566,withdrawal,50000,TRUE,56,Visa,FALSE
TXN-1746454859-10375,ATM-00001,2025-05-05T15:20:59.914566,withdrawal,10000,TRUE,116,Verve,FALSE
TXN-1746431639-68957,ATM-00001,2025-05-05T08:53:59.914566,balance_inquiry,0,TRUE,118,Visa,FALSE
TXN-1746434159-92954,ATM-00001,2025-05-05T09:35:59.914566,balance_inquiry,0,TRUE,86,Verve,TRUE
TXN-1746454319-82819,ATM-00001,2025-05-05T15:11:59.914566,withdrawal,20000,FALSE,74,Mastercard,FALSE
TXN-1746446159-50792,ATM-00001,2025-05-05T12:55:59.914566,withdrawal,20000,TRUE,75,Mastercard,FALSE
TXN-1746431939-74580,ATM-00001,2025-05-05T08:58:59.914566,withdrawal,5000,TRUE,38,Mastercard,FALSE
TXN-1746465119-54142,ATM-00001,2025-05-05T18:11:59.914566,withdrawal,20000,TRUE,59,Mastercard,TRUE
TXN-1746483719-36555,ATM-00001,2025-05-05T23:21:59.914566,withdrawal,100000,TRUE,51,Mastercard,FALSE
TXN-1746414359-44236,ATM-00001,2025-05-05T04:05:59.914566,withdrawal,50000,TRUE,103,Visa,FALSE
TXN-1746408179-58655,ATM-00001,2025-05-05T02:22:59.914566,deposit,0,TRUE,39,Verve,FALSE
TXN-1746434279-85424,ATM-00001,2025-05-05T09:37:59.914566,withdrawal,50000,TRUE,97,Visa,TRUE
TXN-1746404459-34742,ATM-00001,2025-05-05T01:20:59.914566,withdrawal,20000,TRUE,86,Visa,FALSE
TXN-1746435359-94183,ATM-00001,2025-05-05T09:55:59.914566,withdrawal,10000,TRUE,76,Verve,TRUE
TXN-1746428819-89630,ATM-00001,2025-05-05T08:06:59.914566,withdrawal,50000,TRUE,107,Visa,FALSE
TXN-1746475139-31498,ATM-00001,2025-05-05T20:58:59.914566,withdrawal,100000,TRUE,29,Verve,FALSE
TXN-1746469979-15185,ATM-00001,2025-05-05T19:32:59.914566,withdrawal,10000,TRUE,103,Verve,FALSE
TXN-1746472079-96271,ATM-00001,2025-05-05T20:07:59.914566,withdrawal,100000,TRUE,83,Visa,FALSE
TXN-1746401099-75514,ATM-00001,2025-05-05T00:24:59.914566,balance_inquiry,0,TRUE,103,Mastercard,FALSE
TXN-1746469619-32431,ATM-00001,2025-05-05T19:26:59.914566,withdrawal,50000,TRUE,67,Verve,FALSE
TXN-1746432479-65240,ATM-00001,2025-05-05T09:07:59.914566,balance_inquiry,0,TRUE,95,Mastercard,TRUE
TXN-1746469319-38684,ATM-00001,2025-05-05T19:21:59.914566,balance_inquiry,0,TRUE,91,Verve,FALSE
TXN-1746444719-77485,ATM-00001,2025-05-05T12:31:59.914566,withdrawal,10000,TRUE,114,Visa,FALSE
TXN-1746404579-82319,ATM-00001,2025-05-05T01:22:59.914566,withdrawal,5000,TRUE,112,Verve,FALSE
TXN-1746414299-59244,ATM-00001,2025-05-05T04:04:59.914566,balance_inquiry,0,TRUE,82,Visa,FALSE
TXN-1746458339-22783,ATM-00001,2025-05-05T16:18:59.914566,deposit,0,TRUE,100,Mastercard,TRUE
TXN-1746424079-65465,ATM-00001,2025-05-05T06:47:59.914566,withdrawal,10000,TRUE,26,Visa,FALSE
TXN-1746485579-18152,ATM-00001,2025-05-05T23:52:59.914566,withdrawal,100000,TRUE,113,Visa,FALSE
TXN-1746476219-98774,ATM-00001,2025-05-05T21:16:59.914566,withdrawal,100000,TRUE,38,Visa,FALSE
TXN-1746458279-60622,ATM-00001,2025-05-05T16:17:59.914566,withdrawal,10000,TRUE,60,Mastercard,TRUE
TXN-1746445559-79753,ATM-00001,2025-05-05T12:45:59.914566,withdrawal,20000,TRUE,46,Mastercard,FALSE
TXN-1746457559-87750,ATM-00001,2025-05-05T16:05:59.914566,withdrawal,20000,TRUE,25,Verve,TRUE
TXN-1746480299-81641,ATM-00001,2025-05-05T22:24:59.914566,withdrawal,50000,TRUE,41,Visa,FALSE
TXN-1746469439-86352,ATM-00001,2025-05-05T19:23:59.914566,deposit,0,FALSE,85,Visa,FALSE
TXN-1746469499-99689,ATM-00001,2025-05-05T19:24:59.914566,withdrawal,20000,TRUE,74,Mastercard,FALSE
TXN-1746410039-46928,ATM-00001,2025-05-05T02:53:59.914566,withdrawal,100000,TRUE,118,Mastercard,FALSE
TXN-1746478379-58567,ATM-00001,2025-05-05T21:52:59.914566,withdrawal,100000,TRUE,114,Verve,FALSE
TXN-1746410879-91154,ATM-00001,2025-05-05T03:07:59.914566,deposit,0,TRUE,52,Mastercard,FALSE
TXN-1746410759-42522,ATM-00001,2025-05-05T03:05:59.914566,withdrawal,100000,TRUE,50,Mastercard,FALSE
TXN-1746469679-25221,ATM-00001,2025-05-05T19:27:59.914566,withdrawal,20000,TRUE,58,Verve,FALSE
TXN-1746450839-56381,ATM-00001,2025-05-05T14:13:59.914566,withdrawal,5000,TRUE,85,Mastercard,FALSE
TXN-1746462179-30502,ATM-00001,2025-05-05T17:22:59.914566,withdrawal,100000,TRUE,20,Mastercard,TRUE
TXN-1746457799-59064,ATM-00001,2025-05-05T16:09:59.914566,withdrawal,50000,TRUE,112,Mastercard,TRUE
TXN-1746437219-29541,ATM-00001,2025-05-05T10:26:59.914566,withdrawal,5000,TRUE,87,Visa,TRUE
TXN-1746450899-38541,ATM-00001,2025-05-05T14:14:59.914566,balance_inquiry,0,TRUE,82,Verve,FALSE
TXN-1746433979-82725,ATM-00001,2025-05-05T09:32:59.914566,withdrawal,10000,TRUE,59,Verve,TRUE
TXN-1746485039-49333,ATM-00001,2025-05-05T23:43:59.914566,withdrawal,100000,TRUE,104,Mastercard,FALSE
TXN-1746441839-49676,ATM-00001,2025-05-05T11:43:59.914566,withdrawal,10000,TRUE,79,Verve,TRUE
TXN-1746483359-22112,ATM-00001,2025-05-05T23:15:59.914566,withdrawal,5000,FALSE,83,Verve,FALSE
TXN-1746419099-72098,ATM-00001,2025-05-05T05:24:59.914566,withdrawal,10000,TRUE,24,Mastercard,FALSE
TXN-1746447059-17246,ATM-00001,2025-05-05T13:10:59.914566,withdrawal,5000,TRUE,18,Verve,FALSE
TXN-1746440819-81616,ATM-00001,2025-05-05T11:26:59.914566,withdrawal,20000,TRUE,38,Verve,TRUE
TXN-1746441719-57728,ATM-00001,2025-05-05T11:41:59.914566,balance_inquiry,0,TRUE,54,Mastercard,TRUE
TXN-1746482339-60934,ATM-00001,2025-05-05T22:58:59.914566,deposit,0,TRUE,120,Visa,FALSE
TXN-1746400919-54922,ATM-00001,2025-05-05T00:21:59.914566,withdrawal,10000,TRUE,90,Verve,FALSE
TXN-1746419999-73493,ATM-00001,2025-05-05T05:39:59.914566,withdrawal,100000,TRUE,29,Verve,FALSE
TXN-1746447779-98666,ATM-00001,2025-05-05T13:22:59.914566,withdrawal,50000,TRUE,118,Mastercard,FALSE
TXN-1746460799-34652,ATM-00001,2025-05-05T16:59:59.914566,balance_inquiry,0,TRUE,86,Verve,TRUE
TXN-1746410639-61529,ATM-00001,2025-05-05T03:03:59.914566,withdrawal,10000,TRUE,62,Visa,FALSE
TXN-1746481019-74781,ATM-00001,2025-05-05T22:36:59.914566,withdrawal,5000,TRUE,64,Mastercard,FALSE
TXN-1746412799-48770,ATM-00001,2025-05-05T03:39:59.914566,balance_inquiry,0,TRUE,41,Mastercard,FALSE
TXN-1746425459-78318,ATM-00001,2025-05-05T07:10:59.914566,withdrawal,50000,TRUE,109,Visa,FALSE
TXN-1746458759-54194,ATM-00001,2025-05-05T16:25:59.914566,withdrawal,50000,TRUE,115,Mastercard,TRUE
TXN-1746461399-39430,ATM-00001,2025-05-05T17:09:59.914566,deposit,0,TRUE,60,Visa,TRUE
TXN-1746461099-78322,ATM-00001,2025-05-05T17:04:59.914566,balance_inquiry,0,TRUE,111,Mastercard,TRUE
TXN-1746462419-16381,ATM-00001,2025-05-05T17:26:59.914566,withdrawal,20000,TRUE,58,Mastercard,TRUE
TXN-1746432959-87695,ATM-00001,2025-05-05T09:15:59.914566,withdrawal,10000,TRUE,83,Visa,TRUE
TXN-1746432359-79940,ATM-00001,2025-05-05T09:05:59.914566,withdrawal,50000,TRUE,98,Verve,TRUE
TXN-1746463499-42789,ATM-00001,2025-05-05T17:44:59.914566,withdrawal,5000,TRUE,43,Mastercard,TRUE
TXN-1746421799-84353,ATM-00001,2025-05-05T06:09:59.914566,withdrawal,5000,TRUE,54,Verve,FALSE
TXN-1746481019-43739,ATM-00001,2025-05-05T22:36:59.914566,withdrawal,20000,FALSE,114,Mastercard,FALSE
TXN-1746455519-15787,ATM-00001,2025-05-05T15:31:59.914566,withdrawal,20000,TRUE,36,Verve,FALSE
TXN-1746458759-64187,ATM-00001,2025-05-05T16:25:59.914566,withdrawal,5000,TRUE,25,Visa,TRUE
