timestamp,atm_id,cash_level,cash_percentage,uptime_status,network_latency_ms,temperature_c,error_codes,transactions_last_hour,card_reader_health,dispenser_health,printer_health
2025-05-06T14:33:11.525109,ATM-00001,2406356,24,online,137,25,[],3,86,91,85
2025-05-06T14:38:11.525109,ATM-00001,2404323,24,online,53,30.8,[],10,98,88,95
2025-05-06T14:43:11.525109,ATM-00001,2401261,24,online,87,21,[],6,90,94,76
2025-05-06T14:48:11.525109,ATM-00001,2397587,23,online,85,31.5,[],7,93,85,76
2025-05-06T14:53:11.525109,ATM-00001,2395584,23,online,42,31.7,[],10,93,94,97
2025-05-06T14:58:11.525109,ATM-00001,2393373,23,online,55,18.7,[],13,87,98,91
2025-05-06T15:03:11.525109,ATM-00001,2389808,23,online,25,29.3,[],13,88,87,82
2025-05-06T15:08:11.525109,ATM-00001,2386412,23,online,101,18.7,[],7,91,85,80
2025-05-06T15:13:11.525109,ATM-00001,2381673,23,online,141,30.6,[],6,90,95,96
2025-05-06T15:18:11.525109,ATM-00001,2376778,23,online,32,28.9,[],6,88,80,87
2025-05-06T15:23:11.525109,ATM-00001,2374890,23,online,149,26.6,[],10,86,81,86
2025-05-06T15:28:11.525109,ATM-00001,2372398,23,online,40,25.4,[],13,94,98,99
2025-05-06T15:33:11.525109,ATM-00001,2368512,23,online,25,22.7,[],3,90,91,94
2025-05-06T15:38:11.525109,ATM-00001,2364501,23,online,48,29.2,[],11,91,81,84
2025-05-06T15:43:11.525109,ATM-00001,2362801,23,online,142,28.2,[],8,88,87,76
2025-05-06T15:48:11.525109,ATM-00001,2358796,23,online,59,30.6,"[""C0047""]",9,99,89,85
2025-05-06T15:53:11.525109,ATM-00001,2356031,23,online,48,22,[],5,86,89,82
2025-05-06T15:58:11.525109,ATM-00001,2353913,23,online,133,21.9,[],5,98,93,88
2025-05-06T16:03:11.525109,ATM-00001,2343408,23,online,31,20.5,[],17,98,91,85
2025-05-06T16:08:11.525109,ATM-00001,2331169,23,online,57,21.5,[],25,89,93,89
2025-05-06T16:13:11.525109,ATM-00001,2322985,23,online,81,23.7,[],38,86,84,89
2025-05-06T16:18:11.525109,ATM-00001,2312888,23,online,21,30.4,[],38,98,97,90
2025-05-06T16:23:11.525109,ATM-00001,2305766,23,online,20,22.5,"[""D1500""]",17,90,82,97
2025-05-06T16:28:11.525109,ATM-00001,2293392,22,online,118,24.4,[],21,90,87,86
2025-05-06T16:33:11.525109,ATM-00001,2284676,22,online,78,28.6,"[""C0047""]",35,96,88,91
2025-05-06T16:38:11.525109,ATM-00001,2274931,22,online,101,31.6,[],28,95,95,76
2025-05-06T16:43:11.525109,ATM-00001,2263432,22,online,68,20,[],31,92,81,79
2025-05-06T16:48:11.525109,ATM-00001,2253801,22,online,87,23.8,[],25,95,83,93
2025-05-06T16:53:11.525109,ATM-00001,2246866,22,online,28,22.3,[],35,87,90,97
2025-05-06T16:58:11.525109,ATM-00001,2236871,22,online,28,28.9,[],34,92,86,84
2025-05-06T17:03:11.525109,ATM-00001,2225929,22,online,83,21.1,[],39,92,80,85
2025-05-06T17:08:11.525109,ATM-00001,2213998,22,online,114,27.8,[],37,86,80,93
2025-05-06T17:13:11.525109,ATM-00001,2204253,22,online,87,21.3,"[""C0047""]",35,89,83,100
2025-05-06T17:18:11.525109,ATM-00001,2192536,21,offline,89,24.2,[],20,95,99,80
2025-05-06T17:23:11.525109,ATM-00001,2183423,21,online,140,19.3,[],32,96,92,91
2025-05-06T17:28:11.525109,ATM-00001,2175572,21,online,133,23.2,[],18,100,87,97
2025-05-06T17:33:11.525109,ATM-00001,2166295,21,online,37,31.7,[],38,96,98,77
2025-05-06T17:38:11.525109,ATM-00001,2155495,21,online,68,21.5,[],30,91,92,84
2025-05-06T17:43:11.525109,ATM-00001,2143372,21,online,85,28.1,[],26,94,91,79
2025-05-06T17:48:11.525109,ATM-00001,2133056,21,online,114,24.5,[],27,96,80,93
2025-05-06T17:53:11.525109,ATM-00001,2123539,21,online,23,24.6,[],25,98,84,95
2025-05-06T17:58:11.525109,ATM-00001,2114882,21,online,60,23.7,[],35,97,82,78
2025-05-06T18:03:11.525109,ATM-00001,2103452,21,online,25,28.4,[],34,92,93,75
2025-05-06T18:08:11.525109,ATM-00001,2096042,20,online,20,29.4,[],29,86,81,81
2025-05-06T18:13:11.525109,ATM-00001,2087891,20,online,123,27.3,[],26,99,94,90
2025-05-06T18:18:11.525109,ATM-00001,2075809,20,online,41,21.9,[],19,97,96,79
2025-05-06T18:23:11.525109,ATM-00001,2068044,20,online,105,24,[],38,97,89,88
2025-05-06T18:28:11.525109,ATM-00001,2061070,20,online,135,20.8,[],34,96,92,97
2025-05-06T18:33:11.525109,ATM-00001,2053179,20,online,62,20.1,[],18,91,91,87
2025-05-06T18:38:11.525109,ATM-00001,2043889,20,online,137,29.2,[],40,90,91,76
2025-05-06T18:43:11.525109,ATM-00001,2036690,20,online,47,23.9,[],40,98,100,90
2025-05-06T18:48:11.525109,ATM-00001,2027958,20,online,50,25.7,[],30,100,88,91
2025-05-06T18:53:11.525109,ATM-00001,2016384,20,online,92,25,[],26,95,100,92
2025-05-06T18:58:11.525109,ATM-00001,2006365,20,online,80,23.2,[],33,100,83,80
2025-05-06T19:03:11.525109,ATM-00001,2002784,20,online,29,29.8,[],3,97,88,88
2025-05-06T19:08:11.525109,ATM-00001,1997961,19,online,117,29.3,[],4,98,98,93
2025-05-06T19:13:11.525109,ATM-00001,1995261,19,online,81,27.5,[],4,92,97,90
2025-05-06T19:18:11.525109,ATM-00001,1990553,19,online,102,27,[],11,100,91,82
2025-05-06T19:23:11.525109,ATM-00001,1987601,19,online,104,20.5,[],3,89,99,96
2025-05-06T19:28:11.525109,ATM-00001,1984423,19,online,145,21.6,[],4,90,97,80
2025-05-06T19:33:11.525109,ATM-00001,1980554,19,online,70,22.1,[],10,92,98,80
2025-05-06T19:38:11.525109,ATM-00001,1978191,19,online,76,19.2,[],11,98,90,75
2025-05-06T19:43:11.525109,ATM-00001,1975190,19,online,90,27.6,[],10,96,100,95
2025-05-06T19:48:11.525109,ATM-00001,1973220,19,online,143,27.7,[],10,87,94,84
2025-05-06T19:53:11.525109,ATM-00001,1970441,19,online,52,27.4,[],13,95,86,86
2025-05-06T19:58:11.525109,ATM-00001,1967422,19,online,39,19,[],8,86,98,79
2025-05-06T20:03:11.525109,ATM-00001,1963246,19,online,89,25.2,[],6,97,98,97
2025-05-06T20:08:11.525109,ATM-00001,1959541,19,online,110,31.9,[],12,93,86,81
2025-05-06T20:13:11.525109,ATM-00001,1954725,19,online,116,30.5,[],3,95,90,75
2025-05-06T20:18:11.525109,ATM-00001,1950876,19,online,89,21.2,"[""90001""]",7,93,83,76
2025-05-06T20:23:11.525109,ATM-00001,1948841,19,offline,57,30,[],12,100,88,94
2025-05-06T20:28:11.525109,ATM-00001,1946120,19,online,58,19.6,"[""C0047""]",11,87,96,92
2025-05-06T20:33:11.525109,ATM-00001,1942184,19,online,49,21,[],13,92,91,89
2025-05-06T20:38:11.525109,ATM-00001,1938764,19,online,98,29.2,[],4,88,82,85
2025-05-06T20:43:11.525109,ATM-00001,1934370,19,online,68,22.2,[],3,87,93,84
2025-05-06T20:48:11.525109,ATM-00001,1931822,19,online,97,29.7,[],8,94,93,80
2025-05-06T20:53:11.525109,ATM-00001,1930137,19,online,51,29.6,[],7,97,99,97
2025-05-06T20:58:11.525109,ATM-00001,1927544,19,online,83,26,[],4,99,87,96
2025-05-06T21:03:11.525109,ATM-00001,1924266,19,online,118,23.4,[],15,95,88,90
2025-05-06T21:08:11.525109,ATM-00001,1922329,19,online,32,23.8,[],6,87,81,89
2025-05-06T21:13:11.525109,ATM-00001,1917505,19,online,111,19.5,[],5,87,88,95
2025-05-06T21:18:11.525109,ATM-00001,1915372,19,online,20,30.8,[],13,88,95,85
2025-05-06T21:23:11.525109,ATM-00001,1911524,19,online,30,30.7,[],7,87,96,98
2025-05-06T21:28:11.525109,ATM-00001,1908024,19,online,69,21.1,[],9,96,80,79
2025-05-06T21:33:11.525109,ATM-00001,1903529,19,online,37,22.6,[],15,95,97,78
2025-05-06T21:38:11.525109,ATM-00001,1899463,18,online,45,27.3,[],11,90,98,76
2025-05-06T21:43:11.525109,ATM-00001,1895999,18,online,97,26.3,[],12,88,100,96
2025-05-06T21:48:11.525109,ATM-00001,1893772,18,online,60,26,"[""20002""]",11,88,89,78
2025-05-06T21:53:11.525109,ATM-00001,1890553,18,offline,41,21,[],8,97,98,93
2025-05-06T21:58:11.525109,ATM-00001,1887851,18,online,92,30,[],5,85,83,80
2025-05-06T22:03:11.525109,ATM-00001,1886017,18,online,97,30.5,[],12,94,89,88
2025-05-06T22:08:11.525109,ATM-00001,1881603,18,online,120,23.6,[],11,87,97,79
2025-05-06T22:13:11.525109,ATM-00001,1877405,18,online,51,21.5,[],13,95,99,78
2025-05-06T22:18:11.525109,ATM-00001,1873465,18,online,89,27.7,[],8,91,84,98
2025-05-06T22:23:11.525109,ATM-00001,1871178,18,online,26,30.5,[],3,95,84,81
2025-05-06T22:28:11.525109,ATM-00001,1868952,18,online,63,30.4,[],5,93,80,98
2025-05-06T22:33:11.525109,ATM-00001,1866601,18,online,84,23.5,"[""20013""]",4,92,85,75
2025-05-06T22:38:11.525109,ATM-00001,1864172,18,online,84,20.2,[],10,86,94,90
2025-05-06T22:43:11.525109,ATM-00001,1860404,18,online,54,26.7,[],13,100,100,97
2025-05-06T22:48:11.525109,ATM-00001,1856407,18,online,140,22.2,"[""90001""]",10,100,84,77
2025-05-06T22:53:11.525109,ATM-00001,1854524,18,online,106,20.5,[],14,86,80,82
2025-05-06T22:58:11.525109,ATM-00001,1851663,18,online,114,30,[],13,100,84,84
2025-05-06T23:03:11.525109,ATM-00001,1847474,18,online,55,22.8,[],8,94,82,88
2025-05-06T23:08:11.525109,ATM-00001,1842902,18,online,73,26.3,[],9,92,98,92
2025-05-06T23:13:11.525109,ATM-00001,1839493,18,online,76,25.8,[],11,90,96,93
2025-05-06T23:18:11.525109,ATM-00001,1836785,18,online,69,31.6,[],15,99,97,95
2025-05-06T23:23:11.525109,ATM-00001,1832789,18,online,142,30.4,[],3,93,85,95
2025-05-06T23:28:11.525109,ATM-00001,1829854,18,online,136,28.8,[],11,96,98,82
2025-05-06T23:33:11.525109,ATM-00001,1827801,18,online,129,27.5,[],13,87,100,81
2025-05-06T23:38:11.525109,ATM-00001,1824394,18,online,139,28.1,[],10,85,95,90
2025-05-06T23:43:11.525109,ATM-00001,1820679,18,offline,96,25.9,[],12,97,86,100
2025-05-06T23:48:11.525109,ATM-00001,1817120,18,online,149,23.8,"[""20001""]",15,87,87,92
2025-05-06T23:53:11.525109,ATM-00001,1815391,18,online,111,19,[],7,93,91,83
2025-05-06T23:58:11.525109,ATM-00001,1812789,18,online,114,26.2,[],6,91,81,98
2025-05-07T00:03:11.525109,ATM-00001,1809334,18,online,109,22.1,[],6,96,83,98
2025-05-07T00:08:11.525109,ATM-00001,1807124,18,online,125,25,[],13,92,93,82
2025-05-07T00:13:11.525109,ATM-00001,1803262,18,online,22,31.2,[],3,93,82,90
2025-05-07T00:18:11.525109,ATM-00001,1800299,18,online,56,20,[],9,100,96,100
2025-05-07T00:23:11.525109,ATM-00001,1796087,17,online,30,31.9,[],13,90,86,95
2025-05-07T00:28:11.525109,ATM-00001,1791444,17,online,40,24.2,[],11,92,91,84
2025-05-07T00:33:11.525109,ATM-00001,1787357,17,online,101,30.3,"[""C0047""]",4,90,94,98
2025-05-07T00:38:11.525109,ATM-00001,1783959,17,online,128,21.4,[],6,87,82,84
2025-05-07T00:43:11.525109,ATM-00001,1778981,17,online,72,21.3,"[""C0047""]",11,97,85,82
2025-05-07T00:48:11.525109,ATM-00001,1777020,17,online,105,28.9,[],7,85,80,82
2025-05-07T00:53:11.525109,ATM-00001,1772445,17,online,24,21.4,[],11,96,82,96
2025-05-07T00:58:11.525109,ATM-00001,1770574,17,online,53,18.9,[],4,93,80,92
2025-05-07T01:03:11.525109,ATM-00001,1768431,17,online,54,25.2,"[""C0047""]",9,100,97,89
2025-05-07T01:08:11.525109,ATM-00001,1765718,17,online,36,21.9,[],10,85,86,96
2025-05-07T01:13:11.525109,ATM-00001,1763350,17,online,91,20.6,[],10,93,86,98
2025-05-07T01:18:11.525109,ATM-00001,1760564,17,online,53,19.5,[],4,86,80,84
2025-05-07T01:23:11.525109,ATM-00001,1756740,17,offline,23,26.8,[],4,92,90,86
2025-05-07T01:28:11.525109,ATM-00001,1753249,17,online,136,26,[],14,100,84,96
2025-05-07T01:33:11.525109,ATM-00001,1750884,17,online,111,23.9,[],14,99,84,96
2025-05-07T01:38:11.525109,ATM-00001,1748753,17,online,39,28,[],12,100,97,89
2025-05-07T01:43:11.525109,ATM-00001,1744404,17,online,132,30.8,[],6,100,94,96
2025-05-07T01:48:11.525109,ATM-00001,1742320,17,online,74,26.5,[],12,92,99,89
2025-05-07T01:53:11.525109,ATM-00001,1739776,17,online,149,24.7,[],8,88,98,83
2025-05-07T01:58:11.525109,ATM-00001,1736366,17,online,148,23.7,[],4,99,87,83
2025-05-07T02:03:11.525109,ATM-00001,1734080,17,online,27,25,"[""90001""]",9,94,81,82
2025-05-07T02:08:11.525109,ATM-00001,1731829,17,online,144,29.3,[],12,91,98,78
2025-05-07T02:13:11.525109,ATM-00001,1727217,17,online,81,27.3,[],3,96,88,84
2025-05-07T02:18:11.525109,ATM-00001,1722269,17,online,80,26.2,[],13,95,88,75
2025-05-07T02:23:11.525109,ATM-00001,1718360,17,online,100,29.9,[],3,89,81,98
2025-05-07T02:28:11.525109,ATM-00001,1714136,17,online,39,28.7,[],11,93,85,76
2025-05-07T02:33:11.525109,ATM-00001,1710578,17,online,109,28.1,[],13,95,88,84
2025-05-07T02:38:11.525109,ATM-00001,1708714,17,online,125,24.4,[],11,90,100,97
2025-05-07T02:43:11.525109,ATM-00001,1706308,17,online,47,28.7,[],3,99,84,96
2025-05-07T02:48:11.525109,ATM-00001,1704591,17,online,25,28.8,[],10,87,83,100
2025-05-07T02:53:11.525109,ATM-00001,1701976,17,online,47,27.6,[],10,85,88,78
2025-05-07T02:58:11.525109,ATM-00001,1700183,17,online,99,25.7,[],4,98,88,83
2025-05-07T03:03:11.525109,ATM-00001,1697703,16,online,52,28.8,[],10,86,88,93
2025-05-07T03:08:11.525109,ATM-00001,1693041,16,online,41,19.6,[],4,99,94,99
2025-05-07T03:13:11.525109,ATM-00001,1691299,16,online,60,22.6,[],14,94,89,82
2025-05-07T03:18:11.525109,ATM-00001,1689473,16,online,54,22.3,[],9,100,88,94
2025-05-07T03:23:11.525109,ATM-00001,1687480,16,online,34,21.7,"[""20014""]",4,99,94,94
2025-05-07T03:28:11.525109,ATM-00001,1682565,16,online,148,31.1,[],7,97,98,80
2025-05-07T03:33:11.525109,ATM-00001,1679349,16,online,92,30,[],13,91,81,77
2025-05-07T03:38:11.525109,ATM-00001,1674888,16,online,93,21.4,[],7,96,92,86
2025-05-07T03:43:11.525109,ATM-00001,1672692,16,online,51,20.3,[],4,100,81,75
2025-05-07T03:48:11.525109,ATM-00001,1669684,16,online,137,21.8,[],5,96,92,100
2025-05-07T03:53:11.525109,ATM-00001,1665456,16,online,104,20.9,[],4,89,86,78
2025-05-07T03:58:11.525109,ATM-00001,1663390,16,online,86,19.5,[],12,85,100,79
2025-05-07T04:03:11.525109,ATM-00001,1661572,16,online,145,19.4,[],13,91,81,100
2025-05-07T04:08:11.525109,ATM-00001,1659725,16,online,52,20.5,"[""20002""]",7,90,100,88
2025-05-07T04:13:11.525109,ATM-00001,1655667,16,online,82,28.5,[],6,93,84,85
2025-05-07T04:18:11.525109,ATM-00001,1651683,16,online,124,19.5,[],13,94,88,98
2025-05-07T04:23:11.525109,ATM-00001,1649243,16,online,41,25.5,[],8,95,86,89
2025-05-07T04:28:11.525109,ATM-00001,1645846,16,online,59,23.6,[],13,96,81,92
2025-05-07T04:33:11.525109,ATM-00001,1643598,16,online,99,31.5,[],6,89,86,86
2025-05-07T04:38:11.525109,ATM-00001,1638900,16,online,78,29.6,[],14,91,100,85
2025-05-07T04:43:11.525109,ATM-00001,1636297,16,online,27,22.7,"[""20013""]",8,86,95,97
2025-05-07T04:48:11.525109,ATM-00001,1631853,16,online,135,29.3,[],15,94,84,86
2025-05-07T04:53:11.525109,ATM-00001,1629199,16,online,141,24.9,[],7,93,98,87
2025-05-07T04:58:11.525109,ATM-00001,1626088,16,online,82,18.5,[],15,86,81,88
2025-05-07T05:03:11.525109,ATM-00001,1624374,16,online,150,30.9,[],11,98,84,98
2025-05-07T05:08:11.525109,ATM-00001,1620208,16,online,113,29.2,[],12,92,97,86
2025-05-07T05:13:11.525109,ATM-00001,1616957,16,online,117,18.3,[],4,85,88,75
2025-05-07T05:18:11.525109,ATM-00001,1612735,16,online,112,21.5,"[""90001""]",6,98,81,77
2025-05-07T05:23:11.525109,ATM-00001,1608698,16,online,76,20,[],7,99,80,89
2025-05-07T05:28:11.525109,ATM-00001,1603953,16,online,54,23,"[""D1500""]",4,100,89,81
2025-05-07T05:33:11.525109,ATM-00001,1601607,16,online,34,21,[],13,92,98,84
2025-05-07T05:38:11.525109,ATM-00001,1598594,15,online,150,31.1,[],7,89,94,92
2025-05-07T05:43:11.525109,ATM-00001,1593797,15,online,82,24,[],10,93,98,88
2025-05-07T05:48:11.525109,ATM-00001,1590696,15,online,98,26.5,[],8,96,94,98
2025-05-07T05:53:11.525109,ATM-00001,1586260,15,online,64,24.3,[],4,100,89,96
2025-05-07T05:58:11.525109,ATM-00001,1583809,15,online,47,25.4,[],5,93,80,80
2025-05-07T06:03:11.525109,ATM-00001,1580977,15,online,73,23.5,[],5,100,92,78
2025-05-07T06:08:11.525109,ATM-00001,1576789,15,online,89,27.9,[],7,86,88,98
2025-05-07T06:13:11.525109,ATM-00001,1572996,15,online,113,19.4,[],9,92,96,77
2025-05-07T06:18:11.525109,ATM-00001,1570659,15,online,109,18.1,[],15,89,97,97
2025-05-07T06:23:11.525109,ATM-00001,1565698,15,online,142,28.8,[],13,95,98,86
2025-05-07T06:28:11.525109,ATM-00001,1563105,15,online,54,24.2,"[""20013""]",10,100,88,80
2025-05-07T06:33:11.525109,ATM-00001,1560312,15,online,101,27.8,[],15,92,100,89
2025-05-07T06:38:11.525109,ATM-00001,1557588,15,online,54,28,[],6,98,98,80
2025-05-07T06:43:11.525109,ATM-00001,1555486,15,online,108,19.7,[],9,85,95,89
2025-05-07T06:48:11.525109,ATM-00001,1552917,15,online,69,30.5,[],14,97,98,96
2025-05-07T06:53:11.525109,ATM-00001,1549161,15,online,107,21,[],8,96,95,82
2025-05-07T06:58:11.525109,ATM-00001,1546886,15,online,111,20.5,[],11,91,82,92
2025-05-07T07:03:11.525109,ATM-00001,1542744,15,online,112,18.7,[],6,99,94,82
2025-05-07T07:08:11.525109,ATM-00001,1540502,15,online,141,31.8,[],7,87,89,91
2025-05-07T07:13:11.525109,ATM-00001,1536979,15,online,60,27.6,[],8,85,96,79
2025-05-07T07:18:11.525109,ATM-00001,1533062,15,online,24,18,[],5,90,80,92
2025-05-07T07:23:11.525109,ATM-00001,1528787,15,online,60,31.2,[],12,93,91,80
2025-05-07T07:28:11.525109,ATM-00001,1525781,15,online,102,26,[],5,92,86,77
2025-05-07T07:33:11.525109,ATM-00001,1522324,15,online,138,31.2,[],8,99,99,75
2025-05-07T07:38:11.525109,ATM-00001,1519578,15,online,23,29.5,[],11,86,93,75
2025-05-07T07:43:11.525109,ATM-00001,1514607,15,online,37,24.5,[],15,93,83,82
2025-05-07T07:48:11.525109,ATM-00001,1512809,15,online,128,24.9,[],14,100,90,85
2025-05-07T07:53:11.525109,ATM-00001,1508187,15,online,21,26.2,[],4,94,90,76
2025-05-07T07:58:11.525109,ATM-00001,1504900,15,online,132,20.5,[],9,94,92,79
2025-05-07T08:03:11.525109,ATM-00001,1500801,15,online,129,31.4,[],4,94,84,76
2025-05-07T08:08:11.525109,ATM-00001,9293229,92,online,89,28.7,[],3,93,92,79
2025-05-07T08:13:11.525109,ATM-00001,9290984,92,online,118,21.7,[],7,91,98,84
2025-05-07T08:18:11.525109,ATM-00001,9288735,92,online,116,24.3,"[""20013""]",11,98,98,91
2025-05-07T08:23:11.525109,ATM-00001,9285103,92,online,134,21.8,[],15,87,81,87
2025-05-07T08:28:11.525109,ATM-00001,9281051,92,online,58,31.7,[],4,99,99,82
2025-05-07T08:33:11.525109,ATM-00001,9276222,92,online,101,21,[],4,90,88,93
2025-05-07T08:38:11.525109,ATM-00001,9273393,92,online,48,24,[],13,89,88,82
2025-05-07T08:43:11.525109,ATM-00001,9269331,92,online,89,24.2,[],10,91,92,86
2025-05-07T08:48:11.525109,ATM-00001,9267292,92,online,134,23.2,[],5,98,98,79
2025-05-07T08:53:11.525109,ATM-00001,9265351,92,online,76,27.4,"[""20001""]",10,91,90,99
2025-05-07T08:58:11.525109,ATM-00001,9260974,92,online,113,23.5,[],5,87,84,82
2025-05-07T09:03:11.525109,ATM-00001,9254254,92,online,107,24.4,[],33,96,98,78
2025-05-07T09:08:11.525109,ATM-00001,9243575,92,online,98,20.5,[],27,85,80,93
2025-05-07T09:13:11.525109,ATM-00001,9236899,92,online,105,30.8,[],21,98,100,94
2025-05-07T09:18:11.525109,ATM-00001,9229728,92,online,72,18.4,"[""20002""]",17,92,100,87
2025-05-07T09:23:11.525109,ATM-00001,9219365,92,online,52,26.2,[],38,93,99,96
2025-05-07T09:28:11.525109,ATM-00001,9207851,92,online,132,29.4,[],30,86,93,76
2025-05-07T09:33:11.525109,ATM-00001,9200912,92,online,116,19.4,[],22,92,94,76
2025-05-07T09:38:11.525109,ATM-00001,9193690,91,online,40,28.2,[],24,94,86,87
2025-05-07T09:43:11.525109,ATM-00001,9182243,91,online,117,21.3,"[""20013""]",28,90,82,86
2025-05-07T09:48:11.525109,ATM-00001,9170355,91,online,97,29.7,[],23,96,96,88
2025-05-07T09:53:11.525109,ATM-00001,9159002,91,online,58,22.1,[],30,94,82,83
2025-05-07T09:58:11.525109,ATM-00001,9150475,91,online,112,30.4,[],23,88,99,91
2025-05-07T10:03:11.525109,ATM-00001,9138340,91,online,127,20.9,[],33,90,82,95
2025-05-07T10:08:11.525109,ATM-00001,9129915,91,online,76,26.1,[],40,90,83,85
2025-05-07T10:13:11.525109,ATM-00001,9122988,91,offline,51,21,"[""90001""]",37,85,89,97
2025-05-07T10:18:11.525109,ATM-00001,9113339,91,online,86,30.9,[],29,100,82,86
2025-05-07T10:23:11.525109,ATM-00001,9103767,91,online,138,27.1,[],15,94,90,88
2025-05-07T10:28:11.525109,ATM-00001,9094581,90,online,45,23.6,[],24,96,94,95
2025-05-07T10:33:11.525109,ATM-00001,9083538,90,online,135,28.5,[],26,100,93,87
2025-05-07T10:38:11.525109,ATM-00001,9072493,90,online,143,31.6,[],26,89,80,91
2025-05-07T10:43:11.525109,ATM-00001,9062091,90,online,55,26.2,[],25,90,82,90
2025-05-07T10:48:11.525109,ATM-00001,9051451,90,online,146,25.4,[],31,100,84,89
2025-05-07T10:53:11.525109,ATM-00001,9040846,90,online,90,20,[],17,96,81,88
2025-05-07T10:58:11.525109,ATM-00001,9032320,90,online,139,29,[],31,98,88,76
2025-05-07T11:03:11.525109,ATM-00001,9024980,90,online,142,20,[],28,91,98,76
2025-05-07T11:08:11.525109,ATM-00001,9015629,90,online,42,21.6,[],17,91,98,82
2025-05-07T11:13:11.525109,ATM-00001,9006321,90,online,40,19.5,[],31,93,80,87
2025-05-07T11:18:11.525109,ATM-00001,8995791,89,online,102,22.8,[],26,89,89,86
2025-05-07T11:23:11.525109,ATM-00001,8987448,89,online,46,22.8,[],28,99,88,86
2025-05-07T11:28:11.525109,ATM-00001,8975814,89,online,74,22.4,"[""20014""]",32,91,100,91
2025-05-07T11:33:11.525109,ATM-00001,8964164,89,online,42,27.2,[],27,98,99,88
2025-05-07T11:38:11.525109,ATM-00001,8954794,89,online,72,29.3,[],40,96,97,88
2025-05-07T11:43:11.525109,ATM-00001,8945393,89,online,56,22.6,[],16,88,99,94
2025-05-07T11:48:11.525109,ATM-00001,8937516,89,online,130,19.8,[],34,94,100,90
2025-05-07T11:53:11.525109,ATM-00001,8926252,89,online,63,26.3,[],36,94,84,88
2025-05-07T11:58:11.525109,ATM-00001,8913849,89,online,49,24.8,[],21,98,95,93
2025-05-07T12:03:11.525109,ATM-00001,8908871,89,online,32,19.3,[],5,100,82,94
2025-05-07T12:08:11.525109,ATM-00001,8906887,89,online,100,30,[],5,85,86,92
2025-05-07T12:13:11.525109,ATM-00001,8902740,89,online,52,19.7,[],8,87,98,76
2025-05-07T12:18:11.525109,ATM-00001,8899577,88,online,117,20.4,[],14,93,93,97
2025-05-07T12:23:11.525109,ATM-00001,8896912,88,online,44,23.5,[],6,92,99,81
2025-05-07T12:28:11.525109,ATM-00001,8893318,88,online,59,22,[],9,89,90,82
2025-05-07T12:33:11.525109,ATM-00001,8888711,88,online,90,18.2,[],10,95,90,94
2025-05-07T12:38:11.525109,ATM-00001,8884166,88,online,36,27.4,[],3,89,89,91
2025-05-07T12:43:11.525109,ATM-00001,8880874,88,online,108,18.7,[],3,91,87,80
2025-05-07T12:48:11.525109,ATM-00001,8876392,88,online,139,18.3,[],3,94,86,77
2025-05-07T12:53:11.525109,ATM-00001,8874594,88,online,23,24.6,[],11,90,87,96
2025-05-07T12:58:11.525109,ATM-00001,8871133,88,online,81,31.1,[],10,100,100,95
2025-05-07T13:03:11.525109,ATM-00001,8868262,88,online,110,22.8,[],4,99,84,89
2025-05-07T13:08:11.525109,ATM-00001,8864646,88,online,77,22.7,[],4,94,94,78
2025-05-07T13:13:11.525109,ATM-00001,8861998,88,online,124,24,[],13,92,98,81
2025-05-07T13:18:11.525109,ATM-00001,8857179,88,online,52,26.5,[],14,86,84,77
2025-05-07T13:23:11.525109,ATM-00001,8853624,88,online,45,20.9,[],6,92,98,76
2025-05-07T13:28:11.525109,ATM-00001,8849573,88,online,104,25.1,[],15,99,95,81
2025-05-07T13:33:11.525109,ATM-00001,8846731,88,online,37,29.6,[],12,86,87,89
2025-05-07T13:38:11.525109,ATM-00001,8844453,88,online,48,20.1,[],12,92,98,97
2025-05-07T13:43:11.525109,ATM-00001,8840806,88,online,42,31.3,[],4,87,93,96
2025-05-07T13:48:11.525109,ATM-00001,8838118,88,online,28,29.7,[],13,95,99,77
2025-05-07T13:53:11.525109,ATM-00001,8836201,88,offline,90,29.7,[],7,91,92,83
2025-05-07T13:58:11.525109,ATM-00001,8832950,88,online,61,28.5,[],15,98,98,77
2025-05-07T14:03:11.525109,ATM-00001,8829903,88,online,21,26.8,[],5,90,94,87
2025-05-07T14:08:11.525109,ATM-00001,8825504,88,online,60,24.5,[],13,99,97,85
2025-05-07T14:13:11.525109,ATM-00001,8821203,88,online,75,20.6,[],6,86,80,76
2025-05-07T14:18:11.525109,ATM-00001,8816325,88,online,35,27.3,[],5,95,96,98
2025-05-07T14:23:11.525109,ATM-00001,8812342,88,online,141,31,[],7,97,91,92
2025-05-07T14:28:11.525109,ATM-00001,8808419,88,online,62,25.7,[],10,85,87,84
2025-05-07T14:33:11.525109,ATM-00001,8805255,88,online,75,21.1,[],9,96,100,100
2025-05-07T14:38:11.525109,ATM-00001,8801332,88,online,92,31.1,[],8,94,93,98
2025-05-07T14:43:11.525109,ATM-00001,8798569,87,online,139,22.4,[],15,87,96,86
2025-05-07T14:48:11.525109,ATM-00001,8796312,87,online,147,23.5,[],8,96,98,88
2025-05-07T14:53:11.525109,ATM-00001,8792858,87,online,23,18.6,"[""D1500""]",6,92,94,98
2025-05-07T14:58:11.525109,ATM-00001,8789472,87,online,121,28.3,[],13,89,82,75
