event_id,atm_id,issue_type,error_code,description,severity,reported_at,resolved_at,resolution_time_minutes,engineer_id,parts_replaced,cost_naira,preventive
MAINT-1757919491-4483,ATM-00027,printer,20014,Printer jam,medium,2025-09-15T07:58:11.156876,2025-09-15T08:15:11.156876,17,ENG-015,"[""Card reader""]",56114,True
MAINT-1757919491-2047,ATM-00034,network,D1500,Connection timeout,high,2025-09-15T07:58:11.156876,2025-09-15T09:44:11.156876,106,ENG-017,"[""Card reader""]",202105,True
MAINT-1757919491-5620,ATM-00034,cash_dispenser,C0047,Cassette misfeed,high,2025-09-15T07:58:11.156876,2025-09-15T08:50:11.156876,52,ENG-018,[],40969,True
MAINT-1757919491-1693,ATM-00035,network,D1500,Connection timeout,high,2025-09-15T07:58:11.156876,2025-09-15T09:56:11.156876,118,ENG-020,"[""Cash cassette""]",191821,True
MAINT-1757919491-7525,ATM-00041,card_reader,90001,Card reader malfunction,high,2025-09-15T07:58:11.156876,2025-09-15T09:05:11.156876,67,ENG-001,[],227085,False
MAINT-1757919491-6134,ATM-00041,network,D1500,Connection timeout,high,2025-09-15T07:58:11.156876,2025-09-15T09:45:11.156876,107,ENG-025,"[""Card reader""]",134019,False
MAINT-1757919491-2409,ATM-00043,printer,20013,Receipt paper empty,medium,2025-09-15T07:58:11.156876,2025-09-15T08:10:11.156876,12,ENG-019,[],190284,False
MAINT-1757919491-8738,ATM-00046,cash_dispenser,C0047,Cassette misfeed,high,2025-09-15T07:58:11.156876,2025-09-15T08:31:11.156876,33,ENG-022,"[""Receipt printer""]",98083,False
MAINT-1757919491-1769,ATM-00054,printer,20014,Printer jam,medium,2025-09-15T07:58:11.156876,2025-09-15T08:41:11.156876,43,ENG-026,"[""Card reader""]",75404,False
MAINT-1757919491-2230,ATM-00065,cash_dispenser,C0047,Cassette misfeed,high,2025-09-15T07:58:11.156876,2025-09-15T08:51:11.156876,53,ENG-016,[],93596,False
MAINT-1757919491-6640,ATM-00066,cash_dispenser,20001,Unable to load cassette,medium,2025-09-15T07:58:11.156876,2025-09-15T08:31:11.156876,33,ENG-005,"[""Card reader""]",122883,True
MAINT-1757919491-9143,ATM-00066,printer,20014,Printer jam,medium,2025-09-15T07:58:11.156876,2025-09-15T08:19:11.156876,21,ENG-017,[],20130,False
MAINT-1757919491-3736,ATM-00084,printer,20013,Receipt paper empty,medium,2025-09-15T07:58:11.156876,2025-09-15T08:20:11.156876,22,ENG-005,"[""Cash cassette""]",111563,True
MAINT-1757919491-8580,ATM-00085,cash_dispenser,20001,Unable to load cassette,medium,2025-09-15T07:58:11.156876,2025-09-15T08:23:11.156876,25,ENG-014,"[""Receipt printer""]",93567,False
MAINT-1757919491-7439,ATM-00093,card_reader,90001,Card reader malfunction,high,2025-09-15T07:58:11.156876,2025-09-15T08:55:11.156876,57,ENG-020,"[""Card reader""]",48517,True
MAINT-1757919491-8559,ATM-00100,cash_dispenser,C0047,Cassette misfeed,high,2025-09-15T07:58:11.156876,2025-09-15T08:37:11.156876,39,ENG-016,"[""Receipt printer""]",119850,False
MAINT-1757833091-9312,ATM-00001,cash_dispenser,C0047,Cassette misfeed,high,2025-09-14T07:58:11.156876,2025-09-14T09:02:11.156876,64,ENG-026,"[""Card reader""]",20330,False
MAINT-1757833091-6140,ATM-00003,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:22:11.156876,24,ENG-006,"[""Card reader""]",104738,False
MAINT-1757833091-3198,ATM-00004,printer,20014,Printer jam,medium,2025-09-14T07:58:11.156876,2025-09-14T08:39:11.156876,41,ENG-028,"[""Receipt printer""]",65544,True
MAINT-1757833091-7821,ATM-00005,network,D1500,Connection timeout,high,2025-09-14T07:58:11.156876,2025-09-14T09:33:11.156876,95,ENG-014,[],113686,False
MAINT-1757833091-6807,ATM-00005,printer,20014,Printer jam,medium,2025-09-14T07:58:11.156876,2025-09-14T08:24:11.156876,26,ENG-009,"[""Cash cassette""]",112793,True
MAINT-1757833091-9907,ATM-00009,network,D1500,Connection timeout,high,2025-09-14T07:58:11.156876,2025-09-14T09:28:11.156876,90,ENG-026,[],115269,True
MAINT-1757833091-9151,ATM-00016,cash_dispenser,20001,Unable to load cassette,medium,2025-09-14T07:58:11.156876,2025-09-14T08:56:11.156876,58,ENG-025,"[""Card reader""]",89220,False
MAINT-1757833091-7292,ATM-00018,cash_dispenser,C0047,Cassette misfeed,high,2025-09-14T07:58:11.156876,2025-09-14T09:13:11.156876,75,ENG-024,"[""Card reader""]",175451,True
MAINT-1757833091-6363,ATM-00018,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:17:11.156876,19,ENG-005,"[""Cash cassette""]",230518,True
MAINT-1757833091-8617,ATM-00019,card_reader,90001,Card reader malfunction,high,2025-09-14T07:58:11.156876,2025-09-14T09:00:11.156876,62,ENG-017,[],248286,False
MAINT-1757833091-8433,ATM-00025,card_reader,90001,Card reader malfunction,high,2025-09-14T07:58:11.156876,2025-09-14T09:10:11.156876,72,ENG-027,"[""Cash cassette""]",73847,True
MAINT-1757833091-3864,ATM-00035,network,D1500,Connection timeout,high,2025-09-14T07:58:11.156876,2025-09-14T09:27:11.156876,89,ENG-003,[],49948,False
MAINT-1757833091-4791,ATM-00035,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:17:11.156876,19,ENG-008,[],140618,False
MAINT-1757833091-1358,ATM-00035,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:30:11.156876,32,ENG-006,"[""Card reader""]",48799,False
MAINT-1757833091-8510,ATM-00051,card_reader,90001,Card reader malfunction,high,2025-09-14T07:58:11.156876,2025-09-14T09:19:11.156876,81,ENG-002,[],112726,False
MAINT-1757833091-4318,ATM-00052,network,D1500,Connection timeout,high,2025-09-14T07:58:11.156876,2025-09-14T09:27:11.156876,89,ENG-012,"[""Receipt printer""]",179207,False
MAINT-1757833091-6276,ATM-00062,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:19:11.156876,21,ENG-001,"[""Card reader""]",116685,True
MAINT-1757833091-9520,ATM-00063,cash_dispenser,20002,Low cash warning,low,2025-09-14T07:58:11.156876,2025-09-14T09:52:11.156876,114,ENG-022,[],170674,True
MAINT-1757833091-6162,ATM-00068,cash_dispenser,20001,Unable to load cassette,medium,2025-09-14T07:58:11.156876,2025-09-14T08:29:11.156876,31,ENG-029,"[""Receipt printer""]",205959,False
MAINT-1757833091-6974,ATM-00095,printer,20013,Receipt paper empty,medium,2025-09-14T07:58:11.156876,2025-09-14T08:19:11.156876,21,ENG-030,[],46583,False
MAINT-1757833091-3411,ATM-00098,cash_dispenser,20001,Unable to load cassette,medium,2025-09-14T07:58:11.156876,2025-09-14T08:29:11.156876,31,ENG-028,[],70065,True
MAINT-1757833091-6799,ATM-00100,card_reader,90001,Card reader malfunction,high,2025-09-14T07:58:11.156876,2025-09-14T09:28:11.156876,90,ENG-001,[],100344,False
MAINT-1757746691-2904,ATM-00004,cash_dispenser,20002,Low cash warning,low,2025-09-13T07:58:11.156876,2025-09-13T10:11:11.156876,133,ENG-022,[],167868,False
MAINT-1757746691-5247,ATM-00008,cash_dispenser,20002,Low cash warning,low,2025-09-13T07:58:11.156876,2025-09-13T10:16:11.156876,138,ENG-006,[],211549,True
MAINT-1757746691-6864,ATM-00012,network,D1500,Connection timeout,high,2025-09-13T07:58:11.156876,2025-09-13T09:25:11.156876,87,ENG-023,"[""Cash cassette""]",25329,False
MAINT-1757746691-6503,ATM-00021,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:54:11.156876,56,ENG-014,"[""Card reader""]",184358,True
MAINT-1757746691-3821,ATM-00023,printer,20014,Printer jam,medium,2025-09-13T07:58:11.156876,2025-09-13T08:29:11.156876,31,ENG-023,[],210155,True
MAINT-1757746691-5651,ATM-00027,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:47:11.156876,49,ENG-007,[],159647,False
MAINT-1757746691-5726,ATM-00032,cash_dispenser,C0047,Cassette misfeed,high,2025-09-13T07:58:11.156876,2025-09-13T08:54:11.156876,56,ENG-025,[],237018,True
MAINT-1757746691-9267,ATM-00033,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:49:11.156876,51,ENG-002,[],223881,False
MAINT-1757746691-4639,ATM-00034,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:55:11.156876,57,ENG-004,[],156110,True
MAINT-1757746691-3050,ATM-00036,cash_dispenser,C0047,Cassette misfeed,high,2025-09-13T07:58:11.156876,2025-09-13T08:52:11.156876,54,ENG-024,[],177278,False
MAINT-1757746691-6624,ATM-00042,printer,20014,Printer jam,medium,2025-09-13T07:58:11.156876,2025-09-13T08:52:11.156876,54,ENG-027,"[""Receipt printer""]",223491,False
MAINT-1757746691-3664,ATM-00042,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:31:11.156876,33,ENG-010,"[""Cash cassette""]",224658,False
MAINT-1757746691-4119,ATM-00046,network,D1500,Connection timeout,high,2025-09-13T07:58:11.156876,2025-09-13T09:33:11.156876,95,ENG-027,"[""Card reader""]",24341,True
MAINT-1757746691-4349,ATM-00048,cash_dispenser,20002,Low cash warning,low,2025-09-13T07:58:11.156876,2025-09-13T10:26:11.156876,148,ENG-026,"[""Card reader""]",112321,False
MAINT-1757746691-1997,ATM-00052,cash_dispenser,20001,Unable to load cassette,medium,2025-09-13T07:58:11.156876,2025-09-13T08:32:11.156876,34,ENG-007,[],168531,True
MAINT-1757746691-9951,ATM-00055,printer,20014,Printer jam,medium,2025-09-13T07:58:11.156876,2025-09-13T08:33:11.156876,35,ENG-021,[],98969,False
MAINT-1757746691-9021,ATM-00057,cash_dispenser,20002,Low cash warning,low,2025-09-13T07:58:11.156876,2025-09-13T09:44:11.156876,106,ENG-011,"[""Cash cassette""]",185237,False
MAINT-1757746691-7638,ATM-00063,card_reader,90001,Card reader malfunction,high,2025-09-13T07:58:11.156876,2025-09-13T09:05:11.156876,67,ENG-025,[],121870,False
MAINT-1757746691-2908,ATM-00065,printer,20014,Printer jam,medium,2025-09-13T07:58:11.156876,2025-09-13T08:43:11.156876,45,ENG-019,[],144589,False
MAINT-1757746691-7276,ATM-00073,cash_dispenser,20002,Low cash warning,low,2025-09-13T07:58:11.156876,2025-09-13T10:16:11.156876,138,ENG-013,"[""Card reader""]",143615,False
MAINT-1757746691-4532,ATM-00085,printer,20014,Printer jam,medium,2025-09-13T07:58:11.156876,2025-09-13T08:38:11.156876,40,ENG-003,[],143594,True
MAINT-1757660291-3102,ATM-00002,card_reader,90001,Card reader malfunction,high,2025-09-12T07:58:11.156876,2025-09-12T09:05:11.156876,67,ENG-029,"[""Card reader""]",182718,False
MAINT-1757660291-4190,ATM-00014,network,D1500,Connection timeout,high,2025-09-12T07:58:11.156876,2025-09-12T09:31:11.156876,93,ENG-002,"[""Card reader""]",150217,False
MAINT-1757660291-1807,ATM-00018,printer,20013,Receipt paper empty,medium,2025-09-12T07:58:11.156876,2025-09-12T08:38:11.156876,40,ENG-007,[],119343,True
MAINT-1757660291-7111,ATM-00023,cash_dispenser,20001,Unable to load cassette,medium,2025-09-12T07:58:11.156876,2025-09-12T08:31:11.156876,33,ENG-025,"[""Receipt printer""]",57737,False
MAINT-1757660291-9178,ATM-00024,card_reader,90001,Card reader malfunction,high,2025-09-12T07:58:11.156876,2025-09-12T08:54:11.156876,56,ENG-007,"[""Card reader""]",137498,False
MAINT-1757660291-4154,ATM-00027,cash_dispenser,20002,Low cash warning,low,2025-09-12T07:58:11.156876,2025-09-12T10:20:11.156876,142,ENG-027,"[""Receipt printer""]",40686,False
MAINT-1757660291-4678,ATM-00029,cash_dispenser,20002,Low cash warning,low,2025-09-12T07:58:11.156876,2025-09-12T09:45:11.156876,107,ENG-002,[],125116,False
MAINT-1757660291-3932,ATM-00030,printer,20013,Receipt paper empty,medium,2025-09-12T07:58:11.156876,2025-09-12T08:27:11.156876,29,ENG-011,"[""Card reader""]",197061,False
MAINT-1757660291-4771,ATM-00030,printer,20013,Receipt paper empty,medium,2025-09-12T07:58:11.156876,2025-09-12T08:20:11.156876,22,ENG-019,[],149286,False
MAINT-1757660291-2788,ATM-00041,printer,20013,Receipt paper empty,medium,2025-09-12T07:58:11.156876,2025-09-12T08:25:11.156876,27,ENG-022,[],80259,True
MAINT-1757660291-7547,ATM-00055,network,D1500,Connection timeout,high,2025-09-12T07:58:11.156876,2025-09-12T09:50:11.156876,112,ENG-021,"[""Receipt printer""]",210767,False
MAINT-1757660291-4213,ATM-00072,cash_dispenser,20002,Low cash warning,low,2025-09-12T07:58:11.156876,2025-09-12T10:19:11.156876,141,ENG-016,"[""Cash cassette""]",222232,False
MAINT-1757660291-2426,ATM-00073,printer,20013,Receipt paper empty,medium,2025-09-12T07:58:11.156876,2025-09-12T08:43:11.156876,45,ENG-022,"[""Cash cassette""]",106773,False
MAINT-1757660291-3140,ATM-00074,printer,20014,Printer jam,medium,2025-09-12T07:58:11.156876,2025-09-12T08:23:11.156876,25,ENG-005,[],192005,True
MAINT-1757660291-4157,ATM-00086,network,D1500,Connection timeout,high,2025-09-12T07:58:11.156876,2025-09-12T09:35:11.156876,97,ENG-010,"[""Receipt printer""]",112135,False
MAINT-1757660291-8500,ATM-00091,printer,20014,Printer jam,medium,2025-09-12T07:58:11.156876,2025-09-12T08:27:11.156876,29,ENG-019,[],59747,False
MAINT-1757660291-2474,ATM-00093,cash_dispenser,C0047,Cassette misfeed,high,2025-09-12T07:58:11.156876,2025-09-12T09:01:11.156876,63,ENG-004,[],121481,True
MAINT-1757660291-5361,ATM-00100,cash_dispenser,20001,Unable to load cassette,medium,2025-09-12T07:58:11.156876,2025-09-12T08:40:11.156876,42,ENG-003,"[""Cash cassette""]",171138,False
MAINT-1757660291-6480,ATM-00100,network,D1500,Connection timeout,high,2025-09-12T07:58:11.156876,2025-09-12T09:32:11.156876,94,ENG-002,"[""Card reader""]",235530,True
MAINT-1757573891-4963,ATM-00001,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T09:19:11.156876,81,ENG-023,[],127522,False
MAINT-1757573891-2692,ATM-00006,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:34:11.156876,36,ENG-001,[],160285,False
MAINT-1757573891-9975,ATM-00012,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T09:02:11.156876,64,ENG-028,[],208152,True
MAINT-1757573891-8300,ATM-00013,cash_dispenser,20002,Low cash warning,low,2025-09-11T07:58:11.156876,2025-09-11T10:15:11.156876,137,ENG-016,[],185794,False
MAINT-1757573891-3637,ATM-00013,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T08:52:11.156876,54,ENG-006,[],233824,False
MAINT-1757573891-9366,ATM-00026,cash_dispenser,C0047,Cassette misfeed,high,2025-09-11T07:58:11.156876,2025-09-11T08:34:11.156876,36,ENG-014,"[""Receipt printer""]",188239,True
MAINT-1757573891-6861,ATM-00029,printer,20013,Receipt paper empty,medium,2025-09-11T07:58:11.156876,2025-09-11T08:39:11.156876,41,ENG-010,"[""Card reader""]",218291,False
MAINT-1757573891-2280,ATM-00031,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:42:11.156876,44,ENG-026,[],74701,False
MAINT-1757573891-9254,ATM-00035,cash_dispenser,C0047,Cassette misfeed,high,2025-09-11T07:58:11.156876,2025-09-11T08:57:11.156876,59,ENG-023,"[""Receipt printer""]",94537,True
MAINT-1757573891-3085,ATM-00043,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:31:11.156876,33,ENG-020,"[""Card reader""]",245111,False
MAINT-1757573891-2334,ATM-00047,printer,20013,Receipt paper empty,medium,2025-09-11T07:58:11.156876,2025-09-11T08:33:11.156876,35,ENG-030,[],198305,False
MAINT-1757573891-5924,ATM-00049,cash_dispenser,20001,Unable to load cassette,medium,2025-09-11T07:58:11.156876,2025-09-11T08:23:11.156876,25,ENG-029,"[""Card reader""]",152385,False
MAINT-1757573891-8454,ATM-00050,cash_dispenser,20001,Unable to load cassette,medium,2025-09-11T07:58:11.156876,2025-09-11T08:52:11.156876,54,ENG-014,[],88849,False
MAINT-1757573891-4993,ATM-00051,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:42:11.156876,44,ENG-023,"[""Receipt printer""]",165296,False
MAINT-1757573891-9133,ATM-00064,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T08:49:11.156876,51,ENG-020,[],89369,False
MAINT-1757573891-9689,ATM-00068,cash_dispenser,20002,Low cash warning,low,2025-09-11T07:58:11.156876,2025-09-11T10:19:11.156876,141,ENG-017,"[""Cash cassette""]",217384,False
MAINT-1757573891-9904,ATM-00071,network,D1500,Connection timeout,high,2025-09-11T07:58:11.156876,2025-09-11T09:24:11.156876,86,ENG-022,"[""Receipt printer""]",22643,False
MAINT-1757573891-2220,ATM-00072,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T09:19:11.156876,81,ENG-030,"[""Receipt printer""]",172024,False
MAINT-1757573891-8214,ATM-00075,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:22:11.156876,24,ENG-017,[],18023,False
MAINT-1757573891-7493,ATM-00078,cash_dispenser,C0047,Cassette misfeed,high,2025-09-11T07:58:11.156876,2025-09-11T08:32:11.156876,34,ENG-015,"[""Receipt printer""]",149791,True
MAINT-1757573891-5185,ATM-00078,printer,20014,Printer jam,medium,2025-09-11T07:58:11.156876,2025-09-11T08:50:11.156876,52,ENG-028,"[""Receipt printer""]",225738,False
MAINT-1757573891-1162,ATM-00090,card_reader,90001,Card reader malfunction,high,2025-09-11T07:58:11.156876,2025-09-11T09:08:11.156876,70,ENG-011,"[""Cash cassette""]",234072,True
MAINT-1757573891-9290,ATM-00091,cash_dispenser,C0047,Cassette misfeed,high,2025-09-11T07:58:11.156876,2025-09-11T08:58:11.156876,60,ENG-018,"[""Card reader""]",32908,False
MAINT-1757573891-2663,ATM-00091,network,D1500,Connection timeout,high,2025-09-11T07:58:11.156876,2025-09-11T09:16:11.156876,78,ENG-017,"[""Cash cassette""]",108386,False
MAINT-1757487491-9025,ATM-00003,network,D1500,Connection timeout,high,2025-09-10T07:58:11.156876,2025-09-10T09:47:11.156876,109,ENG-023,"[""Receipt printer""]",228843,False
MAINT-1757487491-3845,ATM-00012,printer,20013,Receipt paper empty,medium,2025-09-10T07:58:11.156876,2025-09-10T08:09:11.156876,11,ENG-024,"[""Cash cassette""]",116556,False
MAINT-1757487491-3534,ATM-00016,printer,20014,Printer jam,medium,2025-09-10T07:58:11.156876,2025-09-10T08:43:11.156876,45,ENG-004,[],108233,False
MAINT-1757487491-6915,ATM-00022,printer,20014,Printer jam,medium,2025-09-10T07:58:11.156876,2025-09-10T08:11:11.156876,13,ENG-013,[],238819,False
MAINT-1757487491-1745,ATM-00028,printer,20014,Printer jam,medium,2025-09-10T07:58:11.156876,2025-09-10T08:26:11.156876,28,ENG-006,"[""Card reader""]",33333,False
MAINT-1757487491-1376,ATM-00057,cash_dispenser,20002,Low cash warning,low,2025-09-10T07:58:11.156876,2025-09-10T09:50:11.156876,112,ENG-026,[],214770,False
MAINT-1757487491-9064,ATM-00059,cash_dispenser,C0047,Cassette misfeed,high,2025-09-10T07:58:11.156876,2025-09-10T08:46:11.156876,48,ENG-001,"[""Card reader""]",123773,False
MAINT-1757487491-3370,ATM-00066,printer,20014,Printer jam,medium,2025-09-10T07:58:11.156876,2025-09-10T08:49:11.156876,51,ENG-004,[],112211,False
MAINT-1757487491-1928,ATM-00074,network,D1500,Connection timeout,high,2025-09-10T07:58:11.156876,2025-09-10T09:25:11.156876,87,ENG-020,"[""Cash cassette""]",166138,False
MAINT-1757487491-8878,ATM-00078,cash_dispenser,C0047,Cassette misfeed,high,2025-09-10T07:58:11.156876,2025-09-10T09:08:11.156876,70,ENG-023,[],17937,False
MAINT-1757487491-6598,ATM-00083,cash_dispenser,20002,Low cash warning,low,2025-09-10T07:58:11.156876,2025-09-10T09:48:11.156876,110,ENG-006,"[""Card reader""]",52380,False
MAINT-1757487491-7374,ATM-00085,cash_dispenser,C0047,Cassette misfeed,high,2025-09-10T07:58:11.156876,2025-09-10T08:39:11.156876,41,ENG-020,"[""Cash cassette""]",215406,False
MAINT-1757487491-2738,ATM-00085,card_reader,90001,Card reader malfunction,high,2025-09-10T07:58:11.156876,2025-09-10T08:44:11.156876,46,ENG-025,"[""Receipt printer""]",55361,False
MAINT-1757487491-7569,ATM-00091,cash_dispenser,20002,Low cash warning,low,2025-09-10T07:58:11.156876,2025-09-10T10:21:11.156876,143,ENG-019,[],107597,False
MAINT-1757487491-7519,ATM-00099,cash_dispenser,C0047,Cassette misfeed,high,2025-09-10T07:58:11.156876,2025-09-10T08:45:11.156876,47,ENG-016,[],168223,True
MAINT-1757401091-4944,ATM-00002,printer,20013,Receipt paper empty,medium,2025-09-09T07:58:11.156876,2025-09-09T08:27:11.156876,29,ENG-007,"[""Cash cassette""]",28248,False
MAINT-1757401091-3017,ATM-00012,printer,20014,Printer jam,medium,2025-09-09T07:58:11.156876,2025-09-09T08:18:11.156876,20,ENG-012,"[""Cash cassette""]",113354,True
MAINT-1757401091-6307,ATM-00018,cash_dispenser,20002,Low cash warning,low,2025-09-09T07:58:11.156876,2025-09-09T10:18:11.156876,140,ENG-025,[],194787,False
MAINT-1757401091-5842,ATM-00021,printer,20014,Printer jam,medium,2025-09-09T07:58:11.156876,2025-09-09T08:29:11.156876,31,ENG-016,"[""Card reader""]",189820,False
MAINT-1757401091-3130,ATM-00041,network,D1500,Connection timeout,high,2025-09-09T07:58:11.156876,2025-09-09T09:19:11.156876,81,ENG-008,"[""Receipt printer""]",133602,True
MAINT-1757401091-7897,ATM-00049,cash_dispenser,20001,Unable to load cassette,medium,2025-09-09T07:58:11.156876,2025-09-09T08:19:11.156876,21,ENG-014,"[""Card reader""]",120054,False
MAINT-1757401091-5447,ATM-00052,cash_dispenser,20002,Low cash warning,low,2025-09-09T07:58:11.156876,2025-09-09T09:47:11.156876,109,ENG-018,"[""Card reader""]",155962,True
MAINT-1757401091-7513,ATM-00054,cash_dispenser,C0047,Cassette misfeed,high,2025-09-09T07:58:11.156876,2025-09-09T08:39:11.156876,41,ENG-027,"[""Card reader""]",66086,False
MAINT-1757401091-3376,ATM-00059,cash_dispenser,20002,Low cash warning,low,2025-09-09T07:58:11.156876,2025-09-09T10:23:11.156876,145,ENG-020,[],180857,True
MAINT-1757401091-3253,ATM-00061,printer,20013,Receipt paper empty,medium,2025-09-09T07:58:11.156876,2025-09-09T08:13:11.156876,15,ENG-004,[],37643,False
MAINT-1757401091-1586,ATM-00072,printer,20014,Printer jam,medium,2025-09-09T07:58:11.156876,2025-09-09T08:37:11.156876,39,ENG-023,"[""Cash cassette""]",108569,True
MAINT-1757401091-7409,ATM-00072,network,D1500,Connection timeout,high,2025-09-09T07:58:11.156876,2025-09-09T09:19:11.156876,81,ENG-012,[],184298,False
MAINT-1757401091-8182,ATM-00074,printer,20014,Printer jam,medium,2025-09-09T07:58:11.156876,2025-09-09T08:44:11.156876,46,ENG-012,"[""Card reader""]",208981,True
MAINT-1757401091-2921,ATM-00093,cash_dispenser,C0047,Cassette misfeed,high,2025-09-09T07:58:11.156876,2025-09-09T08:38:11.156876,40,ENG-008,"[""Card reader""]",122536,False
MAINT-1757314691-2526,ATM-00014,printer,20014,Printer jam,medium,2025-09-08T07:58:11.156876,2025-09-08T08:15:11.156876,17,ENG-016,"[""Card reader""]",156370,True
MAINT-1757314691-7929,ATM-00021,cash_dispenser,20002,Low cash warning,low,2025-09-08T07:58:11.156876,2025-09-08T10:26:11.156876,148,ENG-009,[],112730,False
MAINT-1757314691-3010,ATM-00021,printer,20013,Receipt paper empty,medium,2025-09-08T07:58:11.156876,2025-09-08T08:31:11.156876,33,ENG-016,"[""Card reader""]",231368,False
MAINT-1757314691-4087,ATM-00023,cash_dispenser,20001,Unable to load cassette,medium,2025-09-08T07:58:11.156876,2025-09-08T08:27:11.156876,29,ENG-026,"[""Card reader""]",195788,True
MAINT-1757314691-6563,ATM-00024,printer,20013,Receipt paper empty,medium,2025-09-08T07:58:11.156876,2025-09-08T08:40:11.156876,42,ENG-006,"[""Receipt printer""]",129292,False
MAINT-1757314691-9551,ATM-00024,card_reader,90001,Card reader malfunction,high,2025-09-08T07:58:11.156876,2025-09-08T08:50:11.156876,52,ENG-022,"[""Card reader""]",81009,False
MAINT-1757314691-3540,ATM-00042,network,D1500,Connection timeout,high,2025-09-08T07:58:11.156876,2025-09-08T09:55:11.156876,117,ENG-003,"[""Cash cassette""]",207165,False
MAINT-1757314691-6715,ATM-00043,network,D1500,Connection timeout,high,2025-09-08T07:58:11.156876,2025-09-08T09:26:11.156876,88,ENG-029,"[""Receipt printer""]",149491,False
MAINT-1757314691-6840,ATM-00043,printer,20013,Receipt paper empty,medium,2025-09-08T07:58:11.156876,2025-09-08T08:20:11.156876,22,ENG-020,"[""Cash cassette""]",225133,False
MAINT-1757314691-5368,ATM-00049,network,D1500,Connection timeout,high,2025-09-08T07:58:11.156876,2025-09-08T09:22:11.156876,84,ENG-003,[],26667,False
MAINT-1757314691-4757,ATM-00066,cash_dispenser,C0047,Cassette misfeed,high,2025-09-08T07:58:11.156876,2025-09-08T09:05:11.156876,67,ENG-030,"[""Cash cassette""]",126963,False
MAINT-1757314691-1695,ATM-00067,cash_dispenser,20002,Low cash warning,low,2025-09-08T07:58:11.156876,2025-09-08T10:22:11.156876,144,ENG-011,[],25586,False
MAINT-1757314691-4185,ATM-00069,network,D1500,Connection timeout,high,2025-09-08T07:58:11.156876,2025-09-08T09:32:11.156876,94,ENG-006,"[""Cash cassette""]",63484,True
MAINT-1757314691-5989,ATM-00072,cash_dispenser,20001,Unable to load cassette,medium,2025-09-08T07:58:11.156876,2025-09-08T08:21:11.156876,23,ENG-020,"[""Cash cassette""]",227970,False
MAINT-1757314691-9964,ATM-00079,printer,20014,Printer jam,medium,2025-09-08T07:58:11.156876,2025-09-08T08:20:11.156876,22,ENG-010,"[""Receipt printer""]",224768,False
MAINT-1757314691-7313,ATM-00088,cash_dispenser,20001,Unable to load cassette,medium,2025-09-08T07:58:11.156876,2025-09-08T08:52:11.156876,54,ENG-022,"[""Cash cassette""]",71227,True
MAINT-1757314691-9639,ATM-00099,card_reader,90001,Card reader malfunction,high,2025-09-08T07:58:11.156876,2025-09-08T09:05:11.156876,67,ENG-017,[],208676,False
MAINT-1757228291-9151,ATM-00002,cash_dispenser,20001,Unable to load cassette,medium,2025-09-07T07:58:11.156876,2025-09-07T08:57:11.156876,59,ENG-012,"[""Card reader""]",84919,True
MAINT-1757228291-4449,ATM-00015,cash_dispenser,20001,Unable to load cassette,medium,2025-09-07T07:58:11.156876,2025-09-07T08:40:11.156876,42,ENG-014,"[""Receipt printer""]",110703,True
MAINT-1757228291-1843,ATM-00044,cash_dispenser,C0047,Cassette misfeed,high,2025-09-07T07:58:11.156876,2025-09-07T08:42:11.156876,44,ENG-020,"[""Cash cassette""]",73725,True
MAINT-1757228291-4050,ATM-00054,printer,20014,Printer jam,medium,2025-09-07T07:58:11.156876,2025-09-07T08:48:11.156876,50,ENG-025,[],84384,True
